resource_name,assignment_ids
Resource 0,373;417;148;171;177;30;142;67;371;339;277;159;229;195;361;81;194;202;252;412;261;149;434;12;308;241;242;413;451;71;7;476;144
Resource 1,49;168;192;384;350;330;288;108;231;348;29;336;274;152;89;55;233;316;238;47;443;280;180;125;379;224;179;57;397;114;486;160;133
Resource 2,23;39;390;169;356;124;256;402;296;91;65;360;319;191;306;34;263;198;131;351;364;43;382;184;76;73;22;92;343;416;234;259;378
Resource 3,478;255;423;265;480;264;101;290;42;172;471;325;355;266;247;199;287;477;260;439;52;375;464;201;223;340;460;282;481;6;5;315;213
Resource 4,60;372;310;479;307;137;86;419;297;37;344;59;363;196;31;430;162;318;441;24;473;455;105;293;421;387;186;454;437;285;93;459;119
Resource 5,170;126;139;401;337;399;324;385;50;457;469;207;394;367;145;222;68;414;132;462;32;85;69;362;95;117;345;116;268;109;182;415;106
Resource 6,433;138;217;254;284;26;322;321;0;426;295;381;185;53;376;463;18;153;136;88;368;66;193;4;111;432;341;70;258;215;63;200;400
Resource 7,236;127;38;41;72;146;225;9;250;240;383;205;211;40;272;99;143;2;11;271;353;218;129;395;427;244;36;435;396;407;467;120;482
Resource 8,388;425;48;112;333;206;327;347;392;216;51;80;275;167;113;128;230;305;458;442;270;267;304;165;203;448;212;465;403;243;28;251
Resource 9,174;25;312;54;377;98;369;299;253;474;411;94;176;410;309;393;420;154;246;33;366;483;276;190;444;155;210;163;335;16;278;118
Resource 10,320;122;329;429;418;64;487;187;485;19;352;235;286;97;349;334;294;311;428;245;436;79;188;227;103;424;449;135;438;35;374;408
Resource 11,156;107;237;8;173;446;445;1;221;74;209;83;13;461;158;220;453;130;431;46;121;102;452;183;77;283;303;365;302;323;249;279
Resource 12,370;380;332;45;78;404;189;405;298;301;342;456;208;228;447;468;331;17;262;398;257;354;219;346;484;27;134;110;314;226;75;20
Resource 13,358;450;123;313;232;204;61;15;391;161;96;84;58;386;328;472;269;151;87;359;300;14;475;104;289;147;317;56;141;157;422;44
Resource 14,140;409;3;291;150;406;281;326;214;175;90;197;181;115;239;466;21;62;164;10;470;166;273;100;440;248;338;178;389;357;292;82
