resource_name,assignment_ids
Resource 0,193;120;63;2;77;106;52;210;86;93;50;21;47;88
Resource 1,223;151;0;207;196;27;118;145;205;219;26;6;189;37
Resource 2,149;79;228;100;202;195;182;152;197;128;67;110;167;176
Resource 3,40;220;35;57;54;180;36;92;170;75;215;114;55;18
Resource 4,146;30;153;45;83;68;158;31;17;43;9;211;131;51
Resource 5,101;226;164;184;121;213;156;10;190;41;222;38;71;122
Resource 6,144;177;112;133;166;212;22;227;138;102;58;74;199;139
Resource 7,25;178;155;34;186;13;204;198;60;87;231;173;108;72
Resource 8,14;59;203;33;5;69;4;119;123;56;148;16;187;94
Resource 9,53;117;169;185;214;183;116;90;115;150;15;24;78;103
Resource 10,28;217;194;64;229;76;143;8;42;105;137;104;221;192
Resource 11,20;3;141;179;174;216;135;46;230;160;1;191;132;130
Resource 12,113;140;29;134;65;89;109;188;80;98;19;111;96
Resource 13,181;168;81;107;136;157;85;201;99;70;142;49;73
Resource 14,97;232;82;225;12;39;154;11;44;172;62;147;161
Resource 15,95;7;159;124;224;200;163;208;91;218;125;32;127
Resource 16,61;23;171;126;84;209;66;165;175;48;129;206;162
