resource_name,assignment_ids
Resource 0,39;59;31;26;8;170;219;169;188;67;213;198;51;140;157;79;131;48;278;220;200;335;348;268;257;101;185;179;212;43;36;194
Resource 1,277;109;224;216;233;88;17;347;34;228;46;132;322;168;4;53;162;45;190;27;192;149;183;300;69;33;317;155;341;281;126;108
Resource 2,175;14;302;308;30;91;350;148;119;207;193;80;113;239;47;98;266;259;186;196;1;236;297;160;332;202;344;166;118;270;115;74
Resource 3,9;63;246;163;336;77;292;330;24;7;159;99;262;20;64;156;201;61;287;197;252;225;294;273;73;82;78;71;235;260;62;293
Resource 4,222;25;271;171;215;269;290;76;158;164;217;18;129;226;285;38;323;117;0;172;177;3;52;275;134;174;128;32;89;243;127;23
Resource 5,328;100;280;147;84;307;10;313;93;123;276;104;237;204;218;141;133;346;56;208;146;279;314;229;309;230;310;244;342;29;326;66
Resource 6,5;72;245;103;21;35;153;234;167;274;143;92;191;111;249;264;137;49;116;130;333;94;44;339;112;178;284;2;337;57;311;231
Resource 7,206;150;58;253;105;288;295;334;95;85;345;283;81;203;296;324;254;298;40;261;282;182;184;286;242;265;83;68;321;70;187;199
Resource 8,180;16;263;22;248;13;122;255;329;55;289;349;41;110;267;331;50;87;75;97;232;250;205;107;315;161;138;343;210;19;121;37
Resource 9,65;320;189;151;299;114;176;11;318;221;144;125;6;240;106;139;86;327;42;340;306;102;90;209;142;165;305;272;301;124;214;211
Resource 10,96;312;223;135;238;136;60;304;256;152;291;247;251;303;316;12;195;28;319;181;241;54;154;173;258;338;227;120;325;145;15
