resource_name,assignment_ids
Resource 0,159;72;179;81;82;62;7;97;135;139;36;160;56
Resource 1,14;57;2;70;198;29;158;93;85;76;111;74;105
Resource 2,55;161;182;79;124;104;108;47;181;141;185;157;92
Resource 3,163;26;136;164;96;186;22;174;16;68;168;143;131
Resource 4,5;12;195;101;50;133;17;142;61;60;40;10;35
Resource 5,162;152;156;39;150;33;121;146;107;200;145;120;51
Resource 6,123;69;187;180;66;1;110;19;100;183;37;138;45
Resource 7,38;154;192;112;3;115;130;106;24;199;171;20;90
Resource 8,59;140;165;103;125;178;91;99;41;114;67;15;42
Resource 9,13;166;58;78;27;134;144;94;172;113;194;175
Resource 10,137;170;102;44;31;32;53;197;87;119;84;149
Resource 11,64;8;190;4;117;49;167;176;127;75;28;23
Resource 12,153;63;71;126;118;147;9;191;80;122;184;169
Resource 13,11;43;83;77;98;116;73;6;132;54;25;21
Resource 14,189;65;148;88;34;188;155;129;48;46;0;128
Resource 15,30;109;89;151;177;18;86;196;95;173;52;193
