resource_name,assignment_ids
Resource 0,85;129;94;161;4;174;188;33;171;164;84;130
Resource 1,96;57;15;6;68;46;73;176;31;10;71;39
Resource 2,63;8;90;17;27;47;59;147;181;114;36;126
Resource 3,35;70;104;166;140;65;102;172;178;123;23;49
Resource 4,11;115;24;19;169;120;37;173;58;98;52;7
Resource 5,182;167;183;95;69;30;141;108;156;150;2;56
Resource 6,112;124;86;139;18;118;79;5;177;142;40;44
Resource 7,131;133;48;77;109;14;106;135;28;143;137;105
Resource 8,165;76;175;159;116;93;45;89;145;154;54;61
Resource 9,1;186;3;144;74;110;12;91;64;113;81;132
Resource 10,32;25;157;87;83;100;125;80;72;103;26;190
Resource 11,179;62;127;180;50;22;29;34;101;75;38;41
Resource 12,153;21;136;13;122;160;60;146;151;117;158;66
Resource 13,152;88;189;9;78;107;162;163;0;99;42;170
Resource 14,111;43;149;51;97;20;134;67;53;128;121;184
Resource 15,55;155;168;148;16;185;138;119;82;92;187
