id,hours,start,duration
0,182,0,18
1,97,0,9
2,185,0,18
3,859,9,85
4,436,0,43
5,50,0,5
6,873,0,87
7,60,0,6
8,58,0,5
9,54,94,5
10,377,0,37
11,62,0,6
12,51,0,5
13,50,5,5
14,111,0,11
15,230,0,23
16,165,0,16
17,63,0,6
18,133,6,13
19,55,0,5
20,114,5,11
21,52,0,5
22,155,0,15
23,323,0,32
24,634,37,63
25,575,0,57
26,145,0,14
27,60,0,6
28,656,57,65
29,58,0,5
30,518,0,51
31,113,51,11
32,386,62,38
33,181,43,18
34,52,61,5
35,297,0,29
36,74,29,7
37,100,43,10
38,74,0,7
39,1017,0,101
40,624,101,62
41,63,0,6
42,184,0,18
43,69,7,6
44,157,0,15
45,69,18,6
46,96,0,9
47,52,0,5
48,116,9,11
49,620,0,62
50,68,62,6
51,211,62,21
52,52,0,5
53,104,0,10
54,77,0,7
55,50,51,5
56,795,51,79
57,50,163,5
58,126,130,12
59,50,0,5
60,66,5,6
61,71,0,7
62,77,0,7
63,206,0,20
64,290,20,29
65,58,0,5
66,323,0,32
67,387,0,38
68,72,0,7
69,57,29,5
70,831,0,83
71,52,16,5
72,383,21,38
73,737,0,73
74,51,15,5
75,91,0,9
76,83,0,8
77,159,8,15
78,117,100,11
79,381,0,38
80,68,62,6
81,50,62,5
82,151,68,15
83,54,0,5
84,140,111,14
85,67,0,6
86,140,0,14
87,58,67,5
88,55,0,5
89,279,57,27
90,71,0,7
91,683,7,68
92,345,7,34
93,82,99,8
94,162,62,16
95,138,0,13
96,297,13,29
97,254,17,25
98,61,73,6
99,140,0,14
100,52,0,5
101,50,5,5
102,140,111,14
103,245,125,24
104,539,43,53
105,232,0,23
106,61,0,6
107,50,82,5
108,492,87,49
109,60,82,6
110,412,88,41
111,827,129,82
112,75,129,7
113,55,32,5
114,204,84,20
115,172,84,17
116,50,84,5
117,851,89,85
118,1005,0,100
119,66,100,6
120,72,0,7
121,56,2,5
122,158,32,15
123,116,0,11
124,135,0,13
125,278,6,27
126,150,0,15
127,98,136,9
128,327,94,32
129,101,94,10
130,107,126,10
131,157,168,15
132,169,167,16
133,255,158,25
134,315,14,31
135,165,83,16
136,73,0,7
137,362,23,36
138,101,23,10
139,144,7,14
140,58,0,5
141,75,0,7
142,164,7,16
143,50,23,5
144,64,7,6
145,80,7,8
146,82,98,8
147,437,73,43
148,545,0,54
149,296,99,29
150,56,0,5
151,92,0,9
152,214,0,21
153,64,21,6
154,53,37,5
155,341,0,34
156,81,34,8
157,70,145,7
158,81,152,8
159,50,160,5
160,263,152,26
161,50,10,5
162,65,15,6
163,50,0,5
164,184,0,18
165,344,0,34
166,444,15,44
167,77,59,7
168,149,59,14
169,60,73,6
170,479,73,47
171,830,37,83
172,81,120,8
173,52,136,5
174,51,83,5
175,103,128,10
176,76,131,7
177,59,138,5
178,971,152,97
179,97,138,9
180,255,147,25
181,140,158,14
182,320,147,32
183,690,73,69
184,50,128,5
185,566,133,56
186,53,133,5
187,479,133,47
188,51,180,5
189,258,133,25
190,106,158,10
191,74,249,7
192,98,143,9
193,321,79,32
194,343,59,34
195,555,79,55
196,67,0,6
197,73,8,7
198,238,120,23
199,51,143,5
200,212,249,21
201,216,249,21
202,626,15,62
203,716,270,71
204,331,341,33
205,52,374,5
206,788,6,78
207,54,111,5
208,155,116,15
209,86,270,8
210,236,278,23
211,119,183,11
212,79,194,7
213,521,201,52
214,489,201,48
215,328,249,32
216,254,16,25
217,141,99,14
218,587,113,58
219,118,171,11
220,125,182,12
221,115,165,11
222,644,165,64
223,57,229,5
224,91,225,9
225,95,225,9
226,122,194,12
227,205,206,20
228,120,182,12
229,143,41,14
230,194,165,19
231,99,67,9
232,67,126,6
233,77,42,7
234,122,0,12
235,53,12,5
236,149,94,14
237,66,11,6
238,169,17,16
239,130,11,13
240,505,61,50
241,151,96,15
242,100,0,10
243,200,10,20
244,89,0,8
245,58,3,5
246,93,130,9
247,314,139,31
248,390,131,39
249,50,178,5
250,52,183,5
251,622,188,62
252,264,188,26
253,408,250,40
254,122,250,12
255,85,183,8
256,105,191,10
257,197,188,19
258,418,139,41
259,90,214,9
260,81,178,8
261,113,186,11
262,562,197,56
263,136,253,13
264,51,186,5
265,209,379,20
266,250,145,25
267,50,170,5
268,705,175,70
269,121,245,12
270,53,245,5
271,278,250,27
272,150,290,15
273,52,305,5
274,51,305,5
275,204,186,20
276,115,195,11
277,508,195,50
278,172,195,17
279,63,139,6
280,408,262,40
281,234,302,23
282,929,302,92
283,89,302,8
284,307,325,30
285,53,355,5
286,51,310,5
287,50,188,5
288,98,250,9
289,650,277,65
290,56,342,5
291,54,254,5
292,742,342,74
293,98,416,9
294,132,259,13
295,180,131,18
296,69,152,6
297,50,272,5
298,213,272,21
299,196,223,19
300,50,223,5
301,53,223,5
302,50,228,5
303,259,233,25
304,1120,233,112
305,119,360,11
306,117,371,11
307,51,277,5
308,833,282,83
309,309,365,30
310,50,301,5
311,127,179,12
312,62,16,6
313,68,72,6
314,132,145,13
315,157,158,15
316,55,173,5
317,50,306,5
318,264,311,26
319,290,337,29
320,442,8,44
