resource_name,assignment_ids
Resource 0,162;185;308;1;216;62;269;112;384;310;389;306;84;258;19;403;224;135;118;326;79;292;28;351
Resource 1,182;164;168;153;139;228;248;59;180;210;170;0;134;161;101;196;314;176;120;41;194;221;330;268
Resource 2,346;341;253;206;278;285;203;132;160;114;31;165;78;205;267;125;123;197;215;359;263;284;18;136
Resource 3,75;320;265;244;40;350;299;54;138;86;333;174;297;233;36;72;66;362;264;32;96;372;394;195
Resource 4,337;354;349;370;22;366;94;21;259;312;198;321;43;63;5;10;121;58;328;361;335;108;37;141
Resource 5,107;212;171;188;46;117;50;9;331;173;149;159;214;3;388;240;364;295;4;387;300;15;100;239
Resource 6,98;339;369;137;332;8;34;48;365;80;363;271;322;385;106;190;151;281;122;199;179;126;38;222
Resource 7,169;142;404;319;391;276;375;52;166;302;88;219;250;49;2;209;307;81;211;223;35;53;313;283
Resource 8,110;152;275;115;39;393;357;227;200;20;70;287;213;342;232;344;91;241;111;202;45;390;274;186
Resource 9,397;251;104;102;116;103;382;71;255;277;360;67;74;249;97;83;245;270;246;61;262;17;220;55
Resource 10,144;85;73;316;345;356;294;113;231;353;208;60;371;158;27;379;338;376;392;154;87;334;288;301
Resource 11,64;119;44;109;236;234;51;400;16;133;401;150;230;347;25;374;257;381;42;291;65;177;95;237
Resource 12,130;377;298;304;156;398;89;309;266;183;296;280;172;340;325;260;396;57;243;305;7;148;192;189
Resource 13,286;128;92;12;247;6;217;181;289;56;399;99;252;352;23;184;323;225;329;273;368;193;146;293
Resource 14,105;254;386;201;143;69;82;317;47;348;29;93;131;163;129;167;327;24;155;140;218;68;124;77
Resource 15,207;373;378;145;405;147;311;76;14;315;242;406;13;279;367;256;187;204;336;175;178;383;324;238
Resource 16,318;290;33;355;282;261;402;30;157;229;90;303;272;395;11;343;226;235;380;191;127;26;358
