resource_name,assignment_ids
Resource 0,181;75;132;0;122;208;70;13;155;29;40;14;189;204;109;152;128;62;197;190
Resource 1,153;209;41;78;6;167;93;123;43;118;101;27;2;160;68;47;67;107;114;196
Resource 2,58;105;79;98;192;25;178;23;61;22;159;195;76;210;199;179;191;9;7;177
Resource 3,39;36;87;162;115;106;127;42;52;156;186;60;37;3;142;74;170;200;15;182
Resource 4,31;59;202;150;157;135;48;97;172;77;138;125;147;45;121;85;57;12;108;146
Resource 5,19;94;50;72;20;17;24;212;133;215;214;4;66;173;168;32;205;143;176;26
Resource 6,141;137;33;18;34;46;63;73;163;116;84;56;126;171;91;102;180;88;124;103
Resource 7,161;89;117;139;129;193;16;184;151;158;136;144;169;145;211;30;187;185;96
Resource 8,54;21;213;140;130;120;53;206;10;1;149;131;183;112;81;188;8;38;28
Resource 9,113;35;95;64;51;80;90;119;65;83;11;71;148;104;110;92;55;99;175
Resource 10,100;5;203;134;194;174;49;154;69;166;86;165;44;111;201;164;207;82;198
