resource_name,assignment_ids
Resource 0,232;315;248;246;107;60;85;307;187;326;332;54;166;150;249;179;130;126;325;247;48;267;273;304;29;61;220;299;282;321;222
Resource 1,115;131;127;234;104;276;46;184;263;86;199;63;90;286;62;97;288;224;196;207;320;5;21;88;71;174;180;149;141;223;59
Resource 2,202;227;94;102;251;268;272;274;188;237;305;200;146;314;28;23;302;38;295;265;83;40;162;43;310;233;33;167;7;291;178
Resource 3,292;329;328;91;212;182;239;161;165;22;89;175;242;319;240;95;96;101;114;231;139;87;313;197;18;190;203;206;37;153;0
Resource 4,122;258;35;168;93;14;51;176;50;25;39;336;74;293;31;259;26;12;312;110;119;124;333;49;193;30;53;171;177;210;118
Resource 5,236;280;266;186;256;58;6;260;99;52;20;156;56;134;121;123;298;252;195;245;68;250;173;98;13;17;335;300;138;108;318
Resource 6,254;9;16;135;264;194;323;235;317;105;72;296;331;218;155;330;144;215;100;238;209;2;142;8;3;120;289;303;15;42;163
Resource 7,241;79;290;106;140;201;116;75;10;64;334;244;117;225;284;112;279;281;151;322;76;285;243;152;270;129;255;261;308;191
Resource 8,213;27;19;230;66;253;77;157;34;45;137;70;211;55;159;132;47;32;262;287;311;125;113;147;301;198;192;216;24;309
Resource 9,158;185;324;316;145;228;67;172;221;306;277;111;189;103;271;128;78;41;92;181;73;283;4;164;82;257;133;69;170;84
Resource 10,297;148;294;208;327;154;36;1;57;160;11;44;80;219;143;278;109;226;65;204;136;169;183;269;81;205;217;214;275;229
