resource_name,assignment_ids
Resource 0,198;69;55;98;183;141;161;102;60;18;178;77;186;174;41;201;160
Resource 1,81;100;133;71;54;149;16;217;196;108;180;136;91;21;65;152;53
Resource 2,211;86;189;209;46;167;128;110;50;162;47;117;62;101;213;202;96
Resource 3,78;118;135;206;93;90;97;34;145;158;153;84;188;131;58;193;1
Resource 4,181;52;151;147;199;4;38;67;37;48;13;107;155;61;104;29;28
Resource 5,103;191;139;210;138;109;208;204;75;26;85;205;105;195;187;80;184
Resource 6,5;82;79;76;59;111;17;122;99;148;72;185;218;156;207;51;182
Resource 7,129;8;25;166;94;157;170;10;119;134;22;142;215;168;40;203;73
Resource 8,115;154;175;20;190;88;116;70;27;194;43;23;212;197;114;83;19
Resource 9,143;56;172;39;36;169;12;106;130;112;2;15;31;124;219;200;120
Resource 10,7;66;144;150;146;49;132;159;14;113;45;42;11;63;163;177;179
Resource 11,140;95;89;165;173;35;68;137;64;0;92;87;216;6;9;57;171
Resource 12,176;24;126;164;30;44;123;3;125;74;127;121;192;33;214;32
