id,hours,start,duration
0,60,0,6
1,54,0,5
2,323,0,32
3,252,0,25
4,127,0,12
5,87,0,8
6,86,0,8
7,517,0,51
8,53,0,5
9,118,0,11
10,278,0,27
11,85,0,8
12,116,0,11
13,209,0,20
14,754,0,75
15,343,0,34
16,75,0,7
17,78,0,7
18,691,0,69
19,78,0,7
20,50,0,5
21,64,0,6
22,99,0,9
23,50,0,5
24,301,0,30
25,75,0,7
26,116,51,11
27,55,0,5
28,630,0,63
29,58,0,5
30,151,0,15
31,50,0,5
32,72,5,7
33,50,0,5
34,78,5,7
35,184,0,18
36,50,0,5
37,381,0,38
38,413,0,41
39,59,0,5
40,1324,0,132
41,233,0,23
42,164,23,16
43,319,0,31
44,104,0,10
45,212,38,21
46,77,0,7
47,76,7,7
48,67,14,6
49,154,0,15
50,56,11,5
51,328,7,32
52,114,5,11
53,344,5,34
54,102,39,10
55,54,39,5
56,238,0,23
57,78,23,7
58,74,30,7
59,162,0,16
60,688,16,68
61,187,0,18
62,129,41,12
63,79,41,7
64,69,53,6
65,59,53,5
66,274,53,27
67,52,80,5
68,256,85,25
69,57,75,5
70,51,0,5
71,71,5,7
72,118,12,11
73,126,5,12
74,109,39,10
75,481,5,48
76,343,11,34
77,111,45,11
78,62,11,6
79,62,56,6
80,66,62,6
81,99,11,9
82,96,53,9
83,150,62,15
84,51,62,5
85,254,77,25
86,151,102,15
87,58,62,5
88,167,77,16
89,54,102,5
90,289,5,28
91,52,33,5
92,189,77,18
93,343,4,34
94,221,132,22
95,50,132,5
96,116,126,11
97,85,137,8
98,146,38,14
99,500,52,50
100,642,80,64
101,50,84,5
102,60,12,6
103,78,42,7
104,61,67,6
105,57,73,5
106,635,73,63
107,114,62,11
108,50,75,5
109,77,154,7
110,79,80,7
111,72,87,7
112,55,87,5
113,82,92,8
114,205,73,20
115,661,93,66
116,75,93,7
117,90,73,9
118,53,82,5
119,72,87,7
120,127,132,12
121,309,73,30
122,205,132,20
123,120,132,12
124,116,144,11
125,475,144,47
126,60,132,6
127,50,132,5
128,106,5,10
129,510,87,51
130,119,137,11
131,105,6,10
132,55,16,5
133,53,39,5
134,51,5,5
135,194,33,19
136,69,21,6
137,54,21,5
138,576,27,57
139,156,84,15
140,244,84,24
141,239,84,23
142,73,108,7
143,265,73,26
144,155,102,15
145,56,144,5
146,211,99,21
147,399,120,39
148,109,152,10
149,650,136,65
150,532,136,53
151,230,201,23
152,99,137,9
153,337,149,33
154,215,149,21
155,50,182,5
156,134,182,13
157,52,195,5
158,50,187,5
159,1093,192,109
160,510,192,51
161,172,243,17
162,73,260,7
163,85,267,8
164,357,275,35
165,661,244,66
166,224,310,22
167,502,244,50
168,77,149,7
169,59,110,5
170,119,110,11
171,144,149,14
172,379,163,37
173,274,163,27
174,349,163,34
175,280,23,28
176,284,192,28
177,475,49,47
178,166,96,16
179,90,136,9
180,51,332,5
181,158,192,15
182,459,137,45
183,110,171,11
184,149,201,14
185,123,215,12
186,141,182,14
187,70,196,7
188,56,196,5
189,80,201,8
190,188,183,18
191,50,201,5
192,552,301,55
193,51,243,5
194,136,248,13
195,128,249,12
196,102,201,10
197,477,211,47
198,51,211,5
199,396,209,39
200,102,310,10
201,172,310,17
202,54,248,5
203,149,327,14
204,226,248,22
205,50,209,5
206,1138,214,113
207,52,253,5
208,261,301,26
209,63,301,6
210,61,307,6
211,72,301,7
212,51,270,5
213,101,275,10
214,85,277,8
215,55,277,5
216,68,285,6
217,108,5,10
218,136,253,13
219,51,15,5
