predecessor_id,successor_id,type
0,98,1
1,25,1
2,107,1
2,99,1
2,122,1
79,81,3
3,101,1
3,21,1
3,34,1
3,43,1
112,113,1
112,114,1
63,117,1
63,64,1
63,101,1
4,35,1
4,82,3
4,26,0
48,87,1
48,97,3
48,50,1
48,52,1
83,84,1
83,112,1
5,105,1
6,40,1
6,57,1
6,35,1
7,12,1
7,39,1
7,75,1
74,121,1
74,99,1
8,30,1
8,48,3
8,13,3
85,87,1
85,86,1
85,116,1
9,67,1
10,16,1
10,66,3
11,114,1
11,51,1
12,88,1
12,108,1
46,70,1
46,60,3
71,88,1
71,84,1
33,87,1
33,53,0
111,112,1
43,56,3
43,114,1
43,53,1
14,72,1
14,67,1
14,91,1
49,121,1
49,112,1
102,107,1
64,120,1
64,99,3
15,82,1
15,41,0
15,34,3
16,102,3
28,70,1
17,77,1
18,57,1
65,69,1
65,80,1
87,102,3
87,112,1
19,76,1
95,104,3
77,90,3
77,104,1
99,114,1
51,118,1
20,55,1
20,76,3
21,89,1
21,97,1
21,114,1
22,82,1
22,80,3
22,99,1
23,120,1
23,80,3
24,102,1
24,115,1
25,93,1
25,41,1
25,61,1
27,28,1
27,57,3
94,95,1
94,98,1
29,50,1
29,78,1
72,94,0
72,78,1
72,120,3
78,95,1
78,80,1
78,98,3
78,79,0
39,88,1
39,113,0
39,74,1
39,50,1
30,71,1
30,108,1
31,93,1
31,41,1
32,59,0
32,33,1
32,44,3
96,105,1
96,97,1
96,109,1
96,120,1
34,54,1
34,96,0
34,68,1
35,86,1
35,42,1
58,95,1
58,61,1
36,96,1
36,37,1
36,38,1
36,39,1
109,110,1
109,111,1
109,115,1
98,118,3
98,100,3
98,99,1
98,122,1
47,48,1
47,76,1
47,49,1
42,93,1
42,50,3
42,43,1
42,74,1
101,102,1
44,93,1
44,60,1
50,90,1
50,58,3
50,53,3
50,51,0
50,101,3
116,117,3
45,67,3
45,47,1
45,46,1
66,67,1
75,114,1
75,106,0
75,81,1
52,90,1
52,56,1
52,53,1
59,120,3
59,119,1
59,107,1
54,86,1
82,85,1
82,88,1
82,121,0
82,83,1
73,76,0
73,74,1
73,75,1
76,82,1
76,78,0
76,96,1
76,77,1
60,101,3
60,79,0
60,61,3
56,80,1
104,115,1
105,116,1
105,106,1
57,59,1
57,78,3
57,60,1
57,58,1
57,93,1
115,116,1
67,68,3
62,63,3
62,65,1
62,89,1
62,98,1
62,66,1
69,90,1
69,109,1
69,74,1
70,71,1
70,72,1
70,73,0
89,90,1
108,109,1
118,119,1
91,92,1
91,106,3
120,121,1
93,94,1
93,103,1
93,96,1
93,108,3
93,101,1
