resource_name,assignment_ids
Resource 0,67;46;243;334;403;107;98;366;137;341;230;60;330;316;151;406;263;64;424;231;26;59;144;131
Resource 1,246;261;72;199;392;124;319;252;422;44;253;188;227;405;75;142;132;193;23;315;290;45;147;354
Resource 2,351;240;324;264;213;416;129;15;295;97;428;122;217;359;277;177;93;106;111;96;100;27;9;184
Resource 3,279;323;181;336;420;189;14;269;17;251;123;363;37;34;242;318;337;281;173;3;221;33;372;303
Resource 4,268;119;218;415;63;267;86;396;103;254;128;410;138;90;121;340;327;206;135;50;250;69;35;355
Resource 5,311;71;186;179;76;87;112;65;412;118;19;164;271;114;232;376;136;417;237;53;274;212;84;296
Resource 6,361;196;203;5;390;28;163;350;344;229;176;161;239;241;393;12;154;20;120;358;219;299;300;236
Resource 7,379;182;13;365;377;378;208;180;95;92;375;162;426;326;260;348;369;238;257;8;61;307;407;332
Resource 8,373;286;398;125;16;265;275;47;160;198;309;248;386;191;42;49;43;298;293;273;244;104;22;266
Resource 9,140;256;322;325;285;159;329;360;207;320;56;401;216;349;225;333;404;222;115;38;211;116;414;83
Resource 10,68;278;202;345;82;304;408;342;331;78;158;51;280;317;101;91;249;77;139;145;391;48;306;387
Resource 11,270;178;130;357;209;215;352;381;192;302;29;399;148;339;427;313;156;102;153;380;368;282;385;32
Resource 12,150;149;321;347;233;400;127;397;108;24;388;62;39;81;57;109;40;287;165;314;356;310;89;190
Resource 13,384;228;418;52;41;36;394;195;301;143;183;223;204;31;308;74;258;283;197;247;395;134;289;0
Resource 14,288;10;220;80;126;305;367;2;409;297;94;66;79;55;4;168;185;169;157;11;171;362;259;105
Resource 15,88;167;85;421;6;152;245;235;423;262;117;383;170;175;155;201;291;411;210;174;7;172;214
Resource 16,284;371;141;413;343;187;30;338;54;58;70;292;21;226;146;370;255;133;272;425;166;402;353
Resource 17,73;205;25;224;374;113;346;335;200;18;294;234;99;312;382;276;1;194;364;328;419;389;110
