resource_name,assignment_ids
Resource 0,267;149;280;53;340;249;63;141;22;327;193;352;13;38;30;24;290;111;93;334;217;103;337;79;325;105;119;34;75;220
Resource 1,33;297;12;305;320;227;8;324;353;388;244;116;183;216;60;355;308;166;367;113;295;190;134;175;157;382;257;208;133;182
Resource 2,210;23;152;228;356;114;343;44;346;29;136;43;59;240;26;56;252;131;369;77;101;351;233;330;384;360;10;115;225;164
Resource 3,255;32;293;185;31;300;224;64;302;296;65;286;178;173;239;271;307;377;318;121;145;186;192;28;106;167;78;135;243;317
Resource 4,51;108;285;142;169;14;82;262;329;304;95;238;102;287;276;194;202;234;282;322;154;294;156;120;362;375;312;151;348;281
Resource 5,284;248;341;246;316;25;386;204;268;357;197;260;163;309;283;215;269;306;150;292;68;212;361;387;366;299;2;81;47;97
Resource 6,36;83;263;40;45;229;241;358;275;127;232;259;335;209;381;206;359;319;35;336;57;270;126;85;139;338;272;7;187;321
Resource 7,278;72;342;385;27;364;21;380;231;344;199;146;345;376;184;66;3;89;91;253;191;37;298;213;71;160;279;112;245;195
Resource 8,98;315;198;310;368;219;70;100;180;46;153;94;58;140;189;230;333;226;328;76;323;0;331;172;256;110;61;159;137;174
Resource 9,313;87;223;288;177;86;162;247;236;237;379;303;39;124;125;378;383;211;122;84;41;50;107;250;201;80;170;15;55;277
Resource 10,88;171;1;16;117;17;347;221;264;273;92;181;118;200;90;207;74;205;165;372;203;49;188;104;123;161;349;129;374;42
Resource 11,196;155;128;242;99;254;69;158;214;20;143;109;354;370;176;179;144;373;363;326;48;148;168;251;218;132;18;235;54;339
Resource 12,96;332;5;147;301;67;6;314;9;371;222;138;4;274;258;265;52;261;130;365;291;19;266;62;11;289;350;73;311
