resource_name,assignment_ids
Resource 0,5;39;69;82;95;16
Resource 1,13;79;19;18;66;74
Resource 2,91;68;96;8;43;7
Resource 3,34;77;46;90;53;80
Resource 4,57;54;52;22;4;28
Resource 5,56;30;1;89;14;21
Resource 6,78;37;60;17;41;55
Resource 7,51;61;75;76;15;83
Resource 8,42;84;87;29;92;50
Resource 9,20;62;85;6;48;65
Resource 10,73;40;3;47;71;31
Resource 11,9;33;59;11;67;86
Resource 12,10;12;32;24;0
Resource 13,35;93;81;64;2
Resource 14,44;70;27;36;38
Resource 15,26;88;45;23;49
Resource 16,94;72;63;25;58
