predecessor_id,successor_id,type
0,108,1
50,51,1
50,53,1
50,106,3
1,146,1
135,137,1
135,136,1
110,171,1
166,186,0
166,201,1
114,115,3
2,123,1
147,169,1
147,148,0
68,156,1
68,113,1
3,87,1
77,171,3
165,166,1
165,173,1
4,164,1
4,167,3
5,144,1
6,168,1
6,140,1
6,185,1
6,203,0
6,131,1
7,181,0
7,155,3
8,81,1
8,74,1
139,194,1
55,199,0
69,164,1
69,178,1
69,136,1
57,76,1
57,58,0
57,137,1
33,75,3
33,91,1
9,192,1
51,136,1
51,102,1
10,123,3
10,100,1
10,137,3
10,107,1
10,46,1
85,197,1
85,87,1
85,153,3
11,47,1
11,95,1
11,78,1
11,105,1
11,145,1
12,120,1
183,184,3
183,186,1
13,203,0
14,119,1
63,184,1
63,64,3
15,124,1
15,69,1
16,158,1
17,95,1
17,103,3
17,104,3
18,134,1
76,78,0
76,115,1
76,153,3
76,77,1
56,84,1
56,57,0
19,151,0
19,158,1
20,24,3
72,197,0
72,83,1
21,141,1
21,161,0
93,94,1
182,185,1
182,183,1
22,30,1
117,175,1
117,189,1
117,154,1
117,118,1
23,160,3
23,162,1
24,79,1
24,59,1
25,99,1
25,65,1
178,204,1
178,179,1
52,195,1
26,195,1
64,129,1
64,88,1
64,163,1
74,164,3
27,97,3
73,159,1
73,74,1
73,75,1
28,180,3
29,53,1
29,73,1
29,68,1
29,72,1
196,197,1
196,199,1
126,181,3
126,136,3
122,123,1
30,70,1
30,156,0
140,180,1
151,199,1
151,153,1
98,192,1
98,99,1
31,129,1
32,33,1
102,145,1
102,190,1
169,192,1
168,169,1
168,199,1
41,146,0
42,82,3
34,112,1
34,151,3
34,123,1
35,140,3
128,192,1
80,177,0
80,147,1
80,140,0
80,81,1
80,191,3
36,40,1
36,77,1
36,58,1
36,185,1
37,107,0
37,146,1
37,100,1
192,193,1
38,103,3
38,48,1
190,202,3
39,95,1
78,168,1
78,79,0
78,80,1
82,83,1
40,110,3
40,195,1
40,41,3
40,42,1
43,47,1
43,166,1
43,173,1
44,75,1
44,58,1
45,203,3
45,180,3
49,50,1
49,52,1
49,80,3
49,172,1
49,84,1
86,181,0
86,201,3
152,195,1
156,163,1
46,47,1
46,156,3
46,97,1
46,116,1
106,140,0
106,178,1
65,108,1
157,158,1
193,201,1
193,194,1
133,134,1
87,123,1
87,171,1
87,162,1
87,88,1
153,154,0
48,49,0
48,135,1
48,79,1
191,192,3
175,177,1
175,176,0
54,94,1
54,195,1
54,55,1
54,56,1
123,124,1
155,157,0
155,156,1
170,171,1
162,202,1
162,166,1
162,174,3
59,132,0
59,114,3
60,109,1
61,176,1
61,81,3
61,77,1
103,124,0
103,147,1
103,128,0
62,63,1
62,110,1
62,65,1
88,199,1
83,156,0
83,92,1
66,137,3
66,71,3
66,68,1
137,143,1
137,160,3
137,138,1
197,200,1
84,86,3
84,141,1
84,85,3
84,130,1
118,138,3
118,119,1
138,140,1
138,141,1
138,139,1
167,168,1
167,172,1
167,170,3
198,203,1
75,76,1
75,82,1
75,84,1
67,69,1
67,68,3
186,187,1
71,73,3
71,99,3
71,72,3
173,180,1
89,112,1
89,119,1
134,135,0
134,158,3
177,178,1
90,93,1
146,147,1
101,103,1
101,102,1
91,158,0
111,112,0
111,145,1
92,93,1
92,184,1
92,192,1
95,201,1
96,131,1
97,98,1
97,187,1
100,120,1
100,101,3
104,166,1
104,154,1
104,105,1
104,106,0
104,168,1
150,151,3
150,155,1
150,152,1
107,181,1
107,167,1
107,108,1
109,182,1
109,110,1
109,111,1
124,125,1
125,126,1
113,144,0
113,114,1
116,120,1
116,146,1
116,186,1
116,117,1
121,122,3
127,166,1
127,128,1
129,130,1
132,133,3
142,151,1
142,171,0
180,192,1
143,146,3
143,196,1
143,156,1
143,144,1
143,145,1
149,150,1
161,162,0
163,164,1
163,165,1
163,167,1
174,175,1
174,185,1
174,180,0
181,182,1
188,189,1
188,191,1
188,190,3
195,196,1
195,198,1
202,203,1
202,204,1
