resource_name,assignment_ids
Resource 0,100;34;51;109;8;28;53;58;113;49
Resource 1,119;27;42;25;110;102;88;103;125;12
Resource 2,0;11;44;72;22;75;59;52;93;5
Resource 3,36;123;1;45;99;101;18;127;66;39
Resource 4,32;61;6;97;7;92;60;64;71;63
Resource 5,21;83;116;68;2;14;104;98;43;112
Resource 6,114;91;77;84;54;111;94;24;41;69
Resource 7,55;30;23;35;76;15;115;85;65;56
Resource 8,107;10;118;105;62;122;26;81;90;117
Resource 9,9;47;38;48;124;87;29;19;106;33
Resource 10,82;80;89;46;67;79;70;20;86;74
Resource 11,108;31;37;17;120;3;73;57;40
Resource 12,95;50;4;121;78;126;96;16;13
