resource_name,assignment_ids
Resource 0,153;101;156;280;214;169;137;71;70;181;171;128;68;44;168;125;115;233
Resource 1,213;167;212;133;265;239;278;56;166;290;22;223;37;295;55;195;91;254
Resource 2,258;177;134;26;253;148;42;182;13;10;150;288;292;117;293;20;17;296
Resource 3,54;259;104;61;122;123;183;135;111;7;199;276;178;198;35;48;252;81
Resource 4,247;9;282;300;262;6;93;60;165;107;250;98;249;187;163;64;34;23
Resource 5,220;236;230;201;186;66;21;297;200;206;87;57;132;222;103;218;86;162
Resource 6,237;130;102;157;289;14;286;145;94;260;3;231;136;96;205;43;99;118
Resource 7,270;139;172;159;16;151;221;105;100;238;208;207;90;73;266;176;4;39
Resource 8,287;30;203;53;75;196;33;138;274;112;299;72;119;59;95;161;74;244
Resource 9,175;2;121;62;49;275;284;147;224;45;114;164;46;15;194;106;279;32
Resource 10,129;193;31;216;65;298;19;245;24;146;263;131;142;228;234;283;204;84
Resource 11,269;170;5;285;51;109;226;268;38;246;190;211;126;256;120;192;251;257
Resource 12,267;36;291;108;47;191;225;232;281;63;273;184;160;28;141;144;215;227
Resource 13,185;83;67;210;0;78;18;1;255;69;189;92;143;110;113;202;11
Resource 14,29;41;76;188;209;173;235;155;179;272;77;25;154;80;271;140;240
Resource 15,52;82;243;149;127;50;158;85;97;261;8;180;197;116;89;241;124
Resource 16,79;248;264;217;12;294;58;277;88;219;174;27;242;301;229;152;40
