resource_name,assignment_ids
Resource 0,125;97;59;142;186;24;156;68;30;70;84;94;4;153;141;117;31;158;203
Resource 1,57;197;106;11;118;103;102;48;22;62;139;119;7;168;144;174;99;35;124
Resource 2,12;80;23;74;61;54;5;204;66;34;45;120;6;193;43;188;88;2;44
Resource 3,199;28;90;184;129;161;71;121;143;10;29;92;114;95;75;83;170;179;27
Resource 4,46;127;37;154;93;182;149;160;198;21;111;192;138;134;8;130;49;67;164
Resource 5,47;123;202;20;109;78;42;187;137;191;26;155;171;85;72;145;128;98;15
Resource 6,133;87;51;63;36;140;116;101;18;73;190;189;157;89;39;165;65;146;201
Resource 7,25;162;13;55;86;77;152;126;159;56;81;108;163;136;172;76;33;185;181
Resource 8,167;132;82;53;195;148;41;58;178;14;1;19;110;0;79;69;175;180
Resource 9,91;17;32;113;177;166;64;96;200;150;147;52;122;205;100;196;183;151
Resource 10,105;131;50;169;135;60;194;38;9;3;104;16;176;115;107;112;173;40
