resource_name,assignment_ids
Resource 0,188;81;180;214;141;250;242;268;72;227;258;196;260;27;201;148;118;204;97;45;190
Resource 1,31;213;114;116;107;20;269;267;110;162;252;266;161;109;223;99;64;129;4;130;255
Resource 2,12;219;103;24;17;53;78;261;125;82;259;159;231;42;177;108;212;236;90;9;113
Resource 3,184;155;221;92;136;238;191;83;70;112;77;128;174;187;55;111;263;25;240;59;193
Resource 4,117;207;36;154;139;225;94;121;235;37;5;144;189;134;239;135;185;54;211;179;63
Resource 5,43;171;32;234;46;205;163;13;142;224;167;150;88;220;7;23;149;127;15;254;160
Resource 6,84;182;146;237;119;217;256;143;75;249;76;172;140;152;30;79;262;95;68;147;98
Resource 7,145;216;257;10;16;105;106;199;158;232;246;228;165;229;264;192;52;74;186;209;183
Resource 8,244;206;91;48;104;164;215;0;170;181;247;203;251;123;38;93;137;18;21;133;198
Resource 9,61;34;58;19;33;175;230;29;3;50;124;243;60;218;101;222;28;226;26;22;151
Resource 10,40;138;195;71;241;35;86;62;69;51;233;57;14;157;265;200;156;178;67;6
Resource 11,253;56;44;168;73;210;194;176;197;245;102;66;1;153;208;85;166;120;49;96
Resource 12,131;100;87;115;11;41;126;122;89;132;173;8;202;248;80;169;47;65;39;2
