resource_name,assignment_ids
Resource 0,155;7;118;127;50;68;42;19;113;120
Resource 1,80;83;151;135;33;148;85;152;133;8
Resource 2,69;43;87;9;129;63;48;97;141;147
Resource 3,84;61;150;103;108;112;17;100;60;114
Resource 4,14;29;10;35;92;139;45;140;47;125
Resource 5,59;111;98;107;57;15;91;86;74;32
Resource 6,39;49;89;52;145;53;144;3;38
Resource 7,72;5;131;0;119;128;121;11;81
Resource 8,76;94;54;20;78;95;137;93;58
Resource 9,2;4;106;34;65;157;149;142;21
Resource 10,132;41;136;37;123;23;6;22;24
Resource 11,28;31;90;75;116;26;156;51;55
Resource 12,153;73;27;101;134;138;88;154;25
Resource 13,64;46;12;77;79;70;66;36;30
Resource 14,158;122;104;67;109;110;96;62;117
Resource 15,143;126;124;102;115;99;105;56;13
Resource 16,146;1;16;18;82;130;44;40;71
