predecessor_id,successor_id,type
0,180,1
100,163,1
259,266,1
259,261,3
259,263,1
145,320,1
145,146,1
1,141,1
1,287,3
1,274,1
2,59,1
3,193,1
4,22,1
252,253,1
252,256,1
117,281,3
117,118,1
262,325,1
5,329,1
6,267,1
96,299,1
232,234,1
7,100,1
7,250,1
8,92,3
9,299,1
10,223,1
315,317,1
11,169,1
11,305,1
11,17,1
306,308,3
306,307,1
306,313,0
132,253,1
63,282,1
12,35,1
12,37,1
12,51,1
12,197,0
12,305,0
154,235,1
13,131,1
67,73,1
67,72,3
36,104,1
36,151,1
14,130,1
224,292,1
224,225,3
15,239,1
269,325,1
273,275,1
273,274,1
160,331,1
16,206,1
312,319,1
312,333,1
296,312,3
138,139,3
17,113,1
17,209,1
18,159,3
18,192,1
19,262,1
20,335,1
230,248,1
230,235,3
21,116,1
255,258,0
295,296,0
129,159,1
23,158,1
318,328,1
318,319,1
24,140,0
25,74,1
170,260,3
26,200,1
329,330,1
329,331,1
27,270,0
28,79,1
29,224,3
30,317,3
171,308,1
142,143,1
31,321,1
32,316,3
33,281,3
34,298,1
243,244,1
35,237,1
35,157,1
35,36,3
38,262,1
39,242,1
40,257,1
139,165,1
41,261,1
42,64,1
78,164,1
78,81,3
78,79,3
43,160,3
44,65,1
44,262,1
203,217,1
45,256,1
242,260,1
242,243,0
321,322,0
46,201,1
270,315,1
270,271,3
47,134,1
178,179,1
178,182,1
285,318,0
77,78,1
77,282,1
48,284,1
133,253,1
133,142,1
49,50,1
49,317,1
231,232,1
231,239,3
215,287,3
215,216,1
215,324,1
54,108,1
309,311,1
309,310,1
128,129,1
128,238,1
128,130,1
51,136,0
52,256,3
52,177,0
216,218,1
216,217,3
79,152,1
79,227,3
79,80,3
233,237,1
233,238,3
53,54,1
166,174,3
166,285,1
81,297,1
55,137,1
220,222,1
240,241,0
56,203,1
143,322,1
219,322,1
219,221,1
219,220,1
57,235,3
58,160,1
98,101,1
60,120,1
122,306,1
122,272,3
125,127,1
61,169,1
62,63,1
64,180,1
64,214,1
65,293,1
66,67,1
146,147,1
68,225,1
261,265,3
261,262,1
261,317,1
69,265,3
180,194,1
180,181,1
326,332,3
71,161,1
137,138,1
226,227,1
213,233,1
282,286,0
184,185,1
184,289,1
200,201,1
200,205,1
200,269,1
200,204,1
73,188,1
167,217,1
325,326,1
74,280,1
75,321,1
75,86,1
76,77,3
314,316,1
314,315,1
276,277,0
82,122,0
82,310,1
82,189,1
83,196,0
84,236,1
84,116,1
84,94,3
84,242,1
85,257,1
86,282,1
86,330,1
196,197,1
90,207,1
87,218,1
88,246,1
89,107,1
89,90,1
91,128,1
91,295,3
92,93,3
92,194,3
131,133,3
131,132,1
131,257,1
319,337,1
319,320,1
189,303,3
189,198,1
263,264,0
322,323,3
95,239,1
95,96,1
268,296,1
268,269,1
268,270,1
97,329,0
97,98,3
99,100,1
99,145,1
102,174,1
103,308,1
283,285,1
283,284,0
104,171,3
104,176,3
110,232,1
110,293,3
105,155,1
225,226,1
274,327,1
253,254,1
106,217,1
109,110,1
111,112,0
113,186,1
113,217,1
114,115,1
116,117,1
119,193,0
202,203,3
120,234,0
120,177,3
130,131,3
121,122,1
123,145,1
235,236,1
235,245,1
124,125,1
126,155,1
126,184,1
126,177,1
311,312,0
311,336,1
334,335,1
127,128,1
127,173,1
134,179,0
135,300,1
136,137,1
317,318,1
317,324,1
254,255,1
279,280,1
140,197,3
141,142,1
144,145,1
278,279,1
278,320,1
148,254,1
222,234,3
149,250,1
150,191,1
151,254,1
169,171,1
169,170,3
152,233,0
205,206,0
223,224,1
238,291,1
153,154,1
320,321,1
244,306,1
156,208,1
218,219,1
218,223,1
157,259,1
157,220,3
157,158,1
324,325,1
239,240,3
164,190,1
164,243,1
159,161,1
159,255,1
159,160,0
162,204,1
163,164,1
313,314,1
165,248,1
165,166,1
165,167,1
168,169,1
172,256,1
266,306,1
266,268,3
266,267,1
174,175,1
174,176,1
177,180,1
177,178,1
177,239,1
182,273,1
183,184,1
187,308,1
277,278,1
188,189,3
275,276,1
190,191,3
328,329,1
192,193,1
195,196,1
214,215,1
198,200,0
198,202,1
198,199,1
208,209,1
241,242,0
210,223,1
333,334,3
211,285,1
211,243,1
212,213,1
212,214,1
228,303,3
256,257,1
229,230,1
229,231,1
229,233,3
247,303,1
258,259,3
258,260,3
249,250,1
251,252,1
272,273,1
281,282,1
281,283,1
287,288,1
289,291,1
289,290,1
294,297,1
294,295,1
299,301,1
299,300,1
302,303,1
304,305,0
305,306,1
305,327,1
305,309,3
