resource_name,assignment_ids
Resource 0,69;96;60;40;9;35;88
Resource 1,57;54;91;4;12;8;121
Resource 2,85;2;116;11;10;49;114
Resource 3,18;84;6;78;101;80;23
Resource 4,19;29;31;53;93;82;28
Resource 5,14;22;110;90;62;97;103
Resource 6,106;67;13;109;117;58;15
Resource 7,83;65;16;43;95;42;32
Resource 8,50;36;102;64;38;100;24
Resource 9,76;41;33;56;5;120;45
Resource 10,51;86;34;111;89;63;48
Resource 11,75;119;59;61;21;118;104
Resource 12,79;108;26;47;98;74
Resource 13,7;25;94;27;73;87
Resource 14,17;44;20;3;112;81
Resource 15,99;68;125;39;52;113
Resource 16,71;70;46;66;122;124
Resource 17,37;0;55;30;115;105
Resource 18,72;1;77;92;123;107
