resource_name,assignment_ids
Resource 0,38;96;65;80;138;16;73;60;30;101
Resource 1,94;59;111;93;68;36;87;18;50;106
Resource 2,113;49;24;34;109;103;54;71;108;28
Resource 3,116;17;152;126;137;53;48;2;45;61
Resource 4,35;83;114;9;91;99;82;79;69;77
Resource 5,104;130;150;149;136;52;63;66;67;14
Resource 6,124;142;62;100;81;10;105;140;44;133
Resource 7,1;23;27;132;127;141;134;85;139;112
Resource 8,70;107;8;146;92;41;145;123;33;72
Resource 9,74;0;110;32;131;89;58;115;13;56
Resource 10,97;84;119;55;154;43;75;29;102;120
Resource 11,12;6;5;39;4;121;144;128;78;143
Resource 12,148;42;57;88;46;151;7;153;86
Resource 13,122;90;76;11;129;19;118;95;21
Resource 14,64;155;37;125;135;98;3;15;117
Resource 15,47;22;20;40;26;51;31;147;25
