resource_name,assignment_ids
Resource 0,63;208;264;310;148;233;69;51;331;358;242;257;127;247;48;237;7;221;291;178;303;99;142;189;66;152;315;150;179;102;322;175;194;323;270;52;210
Resource 1,97;332;171;351;359;321;207;77;295;130;157;122;366;155;141;100;361;81;27;196;302;333;89;126;68;209;248;281;173;311;146;106;259;94;174;304;115
Resource 2,172;86;318;17;212;239;165;101;337;184;265;71;149;329;119;357;364;249;309;218;273;156;26;213;352;46;50;188;134;204;297;206;230;319;241;34;55
Resource 3,84;54;37;91;176;328;18;30;45;283;312;224;32;298;235;326;41;344;57;35;133;236;60;24;215;223;65;16;64;180;335;306;158;338;120;245;268
Resource 4,105;5;325;62;90;87;20;4;79;353;308;21;336;279;67;289;243;47;253;113;365;164;267;277;22;103;260;167;225;290;346;203;363;275;330;138;282
Resource 5,72;131;181;327;116;98;182;354;145;73;320;250;261;168;343;274;197;1;70;75;186;123;340;280;128;272;170;307;59;292;192;234;78;211;88;14;76
Resource 6,13;92;201;227;278;0;53;262;219;276;299;341;300;240;216;117;258;293;228;214;294;140;285;296;193;348;347;111;11;58;33;136;362;124;199;39;93
Resource 7,23;200;324;334;80;256;137;195;187;269;220;29;286;263;110;25;104;95;190;109;166;147;74;356;350;10;153;313;44;229;232;238;205;345;162;161
Resource 8,305;36;231;198;8;160;114;129;222;15;83;254;31;317;349;56;139;151;3;19;355;177;244;12;288;38;185;112;42;159;314;96;284;266;251;82
Resource 9,217;163;118;183;43;154;144;316;2;40;28;9;202;125;287;246;255;360;271;135;107;143;108;61;226;169;342;132;301;85;191;6;252;339;121;49
