id,hours,start,duration
0,82,0,8
1,221,0,22
2,132,0,13
3,56,0,5
4,59,0,5
5,64,0,6
6,59,0,5
7,293,0,29
8,63,0,6
9,51,0,5
10,50,0,5
11,161,0,16
12,58,0,5
13,50,8,5
14,51,0,5
15,129,0,12
16,162,0,16
17,105,0,10
18,190,0,19
19,209,19,20
20,268,0,26
21,59,0,5
22,151,0,15
23,137,0,13
24,56,0,5
25,54,0,5
26,50,5,5
27,115,5,11
28,618,0,61
29,272,0,27
30,958,0,95
31,92,0,9
32,280,0,28
33,76,0,7
34,95,0,9
35,117,0,11
36,510,0,51
37,249,0,24
38,51,0,5
39,64,15,6
40,150,21,15
41,120,0,12
42,84,0,8
43,80,0,8
44,50,0,5
45,72,0,7
46,70,0,7
47,94,13,9
48,71,0,7
49,94,0,9
50,238,0,23
51,269,0,26
52,52,0,5
53,52,0,5
54,122,0,12
55,350,13,35
56,56,0,5
57,50,5,5
58,127,10,12
59,213,0,21
60,297,6,29
61,52,35,5
62,225,5,22
63,233,0,23
64,114,23,11
65,162,13,16
66,79,29,7
67,261,0,26
68,541,0,54
69,653,54,65
70,120,119,12
71,418,131,41
72,78,10,7
73,60,17,6
74,50,17,5
75,329,17,32
76,60,0,6
77,179,0,17
78,291,0,29
79,51,0,5
80,151,0,15
81,704,0,70
82,79,0,7
83,236,0,23
84,198,0,19
85,478,19,47
86,55,66,5
87,197,12,19
88,73,0,7
89,55,0,5
90,51,0,5
91,285,5,28
92,122,5,12
93,53,0,5
94,337,5,33
95,52,5,5
96,211,26,21
97,54,47,5
98,50,0,5
99,132,5,13
100,55,5,5
101,74,11,7
102,58,5,5
103,338,5,33
104,71,38,7
105,179,0,17
106,147,35,14
107,52,0,5
108,55,10,5
109,74,40,7
110,515,47,51
111,72,5,7
112,180,15,18
113,50,17,5
114,314,0,31
115,82,31,8
116,130,0,13
117,55,0,5
118,173,24,17
119,54,41,5
120,118,46,11
121,220,0,22
122,331,22,33
123,121,52,12
124,119,0,11
125,292,0,29
126,118,29,11
127,148,0,14
128,50,14,5
129,75,0,7
130,60,1,6
131,268,40,26
132,209,0,20
133,138,20,13
134,299,0,29
135,164,0,16
136,90,16,9
137,51,25,5
138,72,30,7
139,140,37,14
140,230,51,23
141,73,61,7
142,232,30,23
143,178,53,17
144,128,70,12
145,50,70,5
146,140,75,14
147,439,75,43
148,55,89,5
149,386,70,38
150,404,108,40
151,66,37,6
152,157,28,15
153,52,95,5
154,93,100,9
155,88,109,8
156,58,100,5
157,217,105,21
158,335,126,33
159,79,0,7
160,53,7,5
161,153,0,15
162,258,47,25
163,97,15,9
164,61,70,6
165,127,7,12
166,258,7,25
167,55,15,5
168,210,15,21
169,101,10,10
170,290,10,29
171,93,17,9
172,55,0,5
173,57,5,5
174,166,13,16
175,69,23,6
176,50,23,5
177,74,94,7
178,54,28,5
179,227,29,22
180,129,10,12
181,68,100,6
182,53,148,5
183,64,22,6
184,50,28,5
185,62,5,6
186,111,5,11
187,512,29,51
188,238,106,23
189,115,118,11
190,74,129,7
191,56,129,5
192,75,14,7
193,106,29,10
194,50,0,5
195,120,0,12
196,361,12,36
197,121,23,12
198,66,0,6
199,222,29,22
200,59,12,5
201,102,12,10
202,237,22,23
203,258,12,25
204,81,37,8
205,50,0,5
206,87,0,8
207,286,8,28
208,388,134,38
209,140,47,14
210,593,61,59
211,326,120,32
212,63,152,6
213,56,158,5
214,52,158,5
215,74,163,7
216,163,170,16
217,50,170,5
218,66,175,6
219,76,158,7
220,73,159,7
221,55,166,5
222,159,171,15
223,72,171,7
224,645,171,64
225,532,235,53
226,82,288,8
227,51,288,5
228,316,288,31
229,115,293,11
230,163,304,16
231,54,296,5
232,376,319,37
