id,hours,start,duration
0,80,0,8
1,77,0,7
2,50,0,5
3,184,0,18
4,149,0,14
5,294,0,29
6,52,0,5
7,126,0,12
8,461,0,46
9,51,0,5
10,98,0,9
11,267,0,26
12,343,0,34
13,436,0,43
14,142,0,14
15,219,0,21
16,531,0,53
17,108,0,10
18,51,0,5
19,272,0,27
20,225,0,22
21,315,8,31
22,92,0,9
23,50,0,5
24,412,5,41
25,68,0,6
26,93,0,9
27,51,0,5
28,56,0,5
29,51,0,5
30,351,0,35
31,54,35,5
32,406,35,40
33,628,0,62
34,102,0,10
35,50,0,5
36,50,0,5
37,261,0,26
38,142,0,14
39,320,0,32
40,194,0,19
41,69,0,6
42,51,43,5
43,378,0,37
44,50,37,5
45,50,0,5
46,51,75,5
47,467,0,46
48,661,46,66
49,84,0,8
50,625,0,62
51,70,0,7
52,409,22,40
53,116,0,11
54,94,11,9
55,426,0,42
56,86,42,8
57,70,21,7
58,925,28,92
59,306,14,30
60,580,0,58
61,142,58,14
62,55,72,5
63,128,0,12
64,282,18,28
65,494,0,49
66,372,62,37
67,91,99,9
68,50,0,5
69,69,0,6
70,165,0,16
71,83,6,8
72,60,0,6
73,90,12,9
74,90,49,9
75,133,5,13
76,300,0,30
77,321,18,32
78,62,0,6
79,75,6,7
80,1038,77,103
81,56,18,5
82,142,0,14
83,121,0,12
84,58,7,5
85,50,0,5
86,639,26,63
87,190,5,19
88,61,108,6
89,459,14,45
90,62,59,6
91,175,65,17
92,780,108,78
93,108,186,10
94,90,196,9
95,69,5,6
96,194,12,19
97,51,31,5
98,58,12,5
99,351,14,35
100,263,10,26
101,162,0,16
102,406,0,40
103,173,0,17
104,389,0,38
105,50,38,5
106,82,9,8
107,87,29,8
108,605,43,60
109,172,9,17
110,382,32,38
111,580,70,58
112,68,32,6
113,50,82,5
114,629,87,62
115,50,87,5
116,120,92,12
117,98,19,9
118,92,17,9
119,80,0,8
120,654,0,65
121,1293,0,129
122,1054,0,105
123,68,105,6
124,291,105,29
125,50,134,5
126,50,0,5
127,80,87,8
128,92,95,9
129,71,104,7
130,50,104,5
131,81,109,8
132,51,117,5
133,79,122,7
134,52,109,5
135,51,0,5
136,619,0,61
137,70,61,7
138,148,68,14
139,73,43,7
140,82,103,8
141,67,111,6
142,64,111,6
143,219,117,21
144,60,26,6
145,145,139,14
146,79,153,7
147,61,160,6
148,172,160,17
149,138,0,13
150,50,117,5
151,217,129,21
152,135,129,13
153,168,0,16
154,52,0,5
155,273,5,27
156,231,32,23
157,688,55,68
158,53,34,5
159,943,39,94
160,88,16,8
161,91,12,9
162,219,21,21
163,79,42,7
164,373,42,37
165,50,79,5
166,51,79,5
167,643,84,64
168,53,148,5
169,67,153,6
170,81,153,8
171,54,161,5
172,262,166,26
173,56,192,5
174,59,84,5
175,79,89,7
176,51,0,5
177,60,153,6
178,236,159,23
179,84,182,8
180,106,190,10
181,74,192,7
182,66,111,6
183,599,103,59
184,357,162,35
185,120,4,12
