resource_name,assignment_ids
Resource 0,291;107;420;78;325;321;247;207;81;37;168;403;244;170;348;401;119;434;189;278;11;368;398;249;55;91;458;449;350;175;206;384;326;268;23;172;331;41;302;267;85;349;354;135;347;333
Resource 1,194;104;222;394;320;106;357;102;279;362;413;388;103;378;301;83;34;199;146;229;203;338;381;52;152;415;44;179;306;266;195;79;100;250;24;393;318;120;125;142;197;190;455;400;230;240
Resource 2,276;225;329;379;77;89;275;298;29;412;296;300;22;10;422;284;439;25;176;201;86;328;111;332;274;93;308;295;356;452;319;283;28;223;40;371;214;7;437;293;407;421;243;131;151;419
Resource 3,174;246;399;105;261;196;36;257;242;441;43;92;51;435;429;108;282;313;351;114;58;363;417;408;219;112;359;288;410;96;70;433;448;59;428;215;75;311;269;121;64;341;324;140;94;26
Resource 4,159;457;186;303;273;123;217;360;182;13;4;227;6;99;287;336;233;62;424;373;432;418;145;220;157;390;161;397;369;20;414;252;406;110;277;193;12;259;391;272;361;316;375;258;251;210
Resource 5,1;286;411;154;438;271;263;162;436;364;376;440;8;118;48;238;82;173;353;2;309;270;76;126;137;426;80;323;454;200;88;178;446;255;231;90;383;208;396;221;382;133;184;98;132;344
Resource 6,453;297;38;149;224;45;346;355;290;5;72;232;30;171;370;177;65;226;74;130;138;188;198;163;385;253;254;365;409;299;71;187;416;345;343;181;405;285;50;427;340;67;289;430;447;39
Resource 7,17;167;352;69;241;164;444;367;180;281;339;450;387;124;425;21;46;292;27;61;322;294;109;143;56;185;122;402;380;389;211;330;84;234;235;158;310;169;372;265;443;33;156;113;395;312
Resource 8,218;150;237;14;73;160;18;68;404;358;431;42;3;153;314;136;9;216;280;191;445;256;54;57;442;183;155;116;386;451;139;334;307;264;377;97;262;127;95;202;192;392;63;16;144;212
Resource 9,53;374;19;166;147;456;342;134;129;32;165;228;15;236;337;141;366;60;245;31;304;260;205;315;115;248;423;128;49;87;327;335;148;117;0;317;209;204;47;213;101;305;239;66;35
