resource_name,assignment_ids
Resource 0,464;94;376;7;191;234;65;256;334;288;414;397;303;93;302;428;98;44;316;209;227;96;450;468;231
Resource 1,138;333;36;285;436;122;395;356;434;132;105;343;126;33;373;355;312;399;119;210;403;159;162;235;323
Resource 2,85;190;195;364;259;276;375;398;180;204;116;318;194;463;14;15;189;211;183;365;130;158;260;340;83
Resource 3,27;307;254;433;361;217;239;269;117;241;335;461;92;405;84;28;457;40;77;283;25;54;431;155;67
Resource 4,202;429;313;350;263;179;453;255;336;50;438;454;265;145;284;441;317;407;367;246;228;408;264;413;157
Resource 5,144;188;347;346;387;345;440;61;243;128;102;206;9;426;31;410;415;56;156;301;11;143;72;53;469
Resource 6,62;266;277;1;280;351;172;207;381;60;90;432;435;55;236;382;341;309;26;134;3;225;370;455;106
Resource 7,131;295;297;75;213;21;291;220;175;103;110;13;97;66;366;329;136;332;52;294;226;416;32;328;402
Resource 8,17;64;142;68;401;384;205;18;306;203;184;112;242;383;100;49;223;470;214;278;124;354;244;377;406
Resource 9,458;289;357;348;391;22;456;69;114;133;459;125;233;182;330;222;198;201;70;360;148;153;342;409;279
Resource 10,48;99;257;442;293;95;267;4;86;0;310;443;45;80;199;378;91;140;82;35;392;445;262;181;171
Resource 11,451;166;121;422;298;118;107;344;247;439;24;123;88;81;444;389;465;352;146;286;308;187;447;353;271
Resource 12,326;8;19;137;59;71;20;300;39;127;253;38;320;296;237;418;57;424;319;270;394;446;152;363;331
Resource 13,358;251;240;362;385;16;371;232;338;6;41;150;23;452;109;359;2;120;268;314;37;43;160;212;139
Resource 14,178;151;325;393;339;216;29;219;281;379;299;287;193;79;249;165;224;460;462;221;147;419;311;258;168
Resource 15,73;163;141;421;230;417;170;374;164;154;448;167;192;208;274;430;104;111;12;34;412;63;292;437
Resource 16,169;200;396;372;248;304;89;420;101;282;197;58;135;161;238;349;427;449;149;261;411;425;10;177
Resource 17,324;113;176;273;196;42;245;76;115;290;423;87;46;250;47;337;327;229;5;404;380;272;369;74
Resource 18,322;185;215;30;390;78;174;252;386;467;315;368;466;218;186;51;275;305;321;388;129;108;400;173
