resource_name,assignment_ids
Resource 0,61;180;140;264;290;282;5;249;76;150;274;121;176;235;20;272;143
Resource 1,83;210;12;275;96;31;188;151;144;276;79;141;85;32;123;6;181
Resource 2,172;219;194;232;78;7;41;296;35;238;104;22;284;295;124;171;252
Resource 3,266;222;87;247;189;55;236;13;286;57;170;199;283;58;91;116;198
Resource 4,207;19;160;192;120;304;102;130;89;230;292;68;193;44;305;246;90
Resource 5,186;173;258;75;149;112;244;77;196;206;52;265;301;108;53;69;54
Resource 6,74;218;9;84;294;153;147;15;233;209;240;234;303;95;65;174;29
Resource 7,115;298;226;113;293;155;137;14;217;152;250;48;39;253;37;63;156
Resource 8,231;145;27;175;10;122;257;16;228;51;38;169;291;73;299;215
Resource 9,254;25;225;184;100;26;281;158;229;202;179;36;21;70;185;273
Resource 10,197;263;1;168;49;311;297;114;280;47;2;267;40;109;201;128
Resource 11,72;260;117;227;132;154;165;30;138;243;59;98;82;134;66;183
Resource 12,214;308;167;302;190;107;278;60;288;71;279;105;129;220;3;0
Resource 13,310;187;208;157;33;127;306;88;133;119;131;161;94;285;271;136
Resource 14,8;4;97;110;139;111;45;81;42;92;191;125;142;46;300;62
Resource 15,309;17;67;307;237;270;159;101;223;146;18;23;50;261;86;242
Resource 16,256;241;135;166;64;268;103;28;251;118;221;80;205;99;255;24
Resource 17,182;56;277;200;34;163;213;269;195;259;11;212;239;93;287;126
Resource 18,148;248;262;203;106;245;224;177;178;43;162;211;164;204;216;289
