resource_name,assignment_ids
Resource 0,32;115;216;203;16;46;27;156;72;79;43;168;21;127
Resource 1,185;129;197;226;26;24;232;85;150;131;151;108;82;213
Resource 2,162;36;93;172;113;215;80;33;138;181;248;166;221;59
Resource 3,218;186;143;49;52;154;19;57;200;119;117;219;112;0
Resource 4,90;198;204;54;227;116;37;65;14;47;125;94;229;132
Resource 5,77;128;96;114;176;28;201;20;195;31;211;110;23;18
Resource 6,152;120;153;207;71;238;214;202;67;4;175;240;212;62
Resource 7,45;64;187;122;51;69;161;165;159;41;76;12;235;48
Resource 8,126;182;60;1;239;170;193;39;58;73;22;164;17;97
Resource 9,169;135;83;55;38;188;140;56;137;158;205;107;7;89
Resource 10,171;70;148;68;81;223;123;35;74;225;174;133;109;177
Resource 11,98;136;230;53;8;42;244;78;118;86;246;25;100;191
Resource 12,209;220;180;63;190;101;141;222;167;103;231;243;5;206
Resource 13,245;2;30;192;241;183;145;224;236;179;134;173;147;111
Resource 14,106;194;44;178;124;144;61;87;3;142;155;233;92;146
Resource 15,9;247;199;189;15;91;157;196;217;139;66;29;84
Resource 16,88;40;130;10;234;184;105;34;102;237;228;121;242
Resource 17,210;50;6;208;104;99;149;163;160;11;95;13;75
