resource_name,assignment_ids
Resource 0,135;80;84;78;105;158;7;124;132;140;55;142
Resource 1,141;148;47;90;50;11;114;104;116;159;102;58
Resource 2,166;51;1;130;43;28;33;0;155;24;76;56
Resource 3,73;86;64;18;71;163;75;3;61;26;23;97
Resource 4,34;94;122;21;67;45;59;156;150;31;53;52
Resource 5,30;108;35;72;62;49;68;120;112;151;127;39
Resource 6,15;79;20;129;88;138;96;40;54;17;131;77
Resource 7,63;143;13;144;42;29;152;37;57;106;101;110
Resource 8,111;157;133;19;136;70;92;100;153;95;118;103
Resource 9,36;98;164;85;87;66;137;12;41;160;125;128
Resource 10,113;117;82;93;147;165;4;121;25;48;27;126
Resource 11,9;22;83;16;107;115;32;149;2;134;154;89
Resource 12,119;65;38;161;146;109;46;69;81;99;6;91
Resource 13,44;123;5;145;10;139;8;60;74;162;14
