predecessor_id,successor_id,type
83,227,1
0,107,1
0,152,1
0,247,1
1,305,3
1,265,1
1,236,0
1,249,1
1,183,1
2,214,1
3,274,0
3,176,1
211,338,1
211,248,1
4,241,1
4,353,1
4,195,3
4,72,1
4,213,1
5,131,1
5,150,0
5,205,3
6,227,3
191,258,1
7,153,3
8,28,1
9,138,1
9,187,0
9,194,1
166,170,1
10,192,1
10,163,1
249,280,0
94,257,1
94,230,1
94,103,1
94,160,3
94,125,3
11,63,1
11,126,0
12,229,1
12,157,1
263,329,1
263,309,1
263,265,1
263,308,1
13,303,1
14,36,1
14,176,3
14,157,1
15,311,3
15,215,1
15,318,1
172,174,1
330,331,3
91,96,1
91,92,1
91,116,1
91,147,1
173,175,3
173,354,1
184,188,3
184,208,3
184,205,1
16,119,3
16,335,1
17,104,1
17,113,3
80,202,3
80,221,1
80,285,1
315,316,1
53,282,0
53,77,0
38,323,1
18,106,1
18,84,0
19,170,1
19,227,1
19,104,1
20,148,1
228,229,1
146,321,1
21,288,3
21,199,3
220,221,3
220,285,3
22,208,1
22,126,3
185,276,1
185,194,1
23,349,3
23,102,1
212,213,1
212,349,1
212,214,1
331,332,3
24,152,1
24,285,3
24,190,1
25,283,1
26,333,1
26,233,1
264,309,1
264,319,1
264,270,3
27,310,1
27,189,3
27,344,3
28,285,1
28,150,1
265,301,3
265,267,1
265,359,3
29,253,3
29,82,1
30,90,1
256,258,1
256,257,1
31,163,3
318,319,1
32,361,1
32,139,3
33,361,1
33,270,1
33,278,1
33,360,1
110,230,0
71,135,1
71,197,1
71,105,1
111,353,3
271,272,3
271,274,1
266,268,1
359,360,1
344,345,1
34,113,1
34,97,1
34,57,1
192,267,0
35,203,3
35,260,1
35,111,3
36,186,0
36,133,1
347,348,0
347,349,1
128,237,1
128,276,3
128,139,1
128,304,0
37,245,1
37,269,1
37,230,3
37,38,1
37,107,3
37,69,1
39,133,3
40,325,1
40,244,0
40,162,3
40,295,1
40,208,3
306,309,1
306,310,1
306,307,1
306,356,1
41,43,1
41,214,3
41,262,1
274,335,0
274,275,3
42,108,1
42,72,1
284,308,3
43,354,0
287,288,1
100,170,1
324,328,1
324,325,1
44,109,3
45,66,1
177,183,1
177,182,1
215,239,1
215,216,1
215,244,1
215,290,1
51,171,1
51,277,1
46,88,1
46,164,1
46,245,3
46,240,1
112,144,3
112,312,1
112,198,1
143,290,1
143,205,1
143,327,1
200,201,3
200,343,1
200,205,1
186,258,1
186,327,1
92,202,1
234,241,3
234,235,1
78,246,1
78,335,1
78,139,1
78,145,0
144,317,1
144,205,1
127,132,3
127,147,1
127,128,1
327,329,3
219,220,1
219,257,1
255,348,1
255,256,3
47,216,1
47,120,1
47,190,1
47,292,3
86,161,1
314,315,1
48,243,1
48,97,1
229,230,1
229,238,1
229,231,1
49,153,1
49,288,1
49,198,1
49,101,3
278,285,1
50,51,1
133,311,1
52,53,1
52,55,3
168,169,3
168,203,1
168,245,3
168,303,3
242,354,1
187,330,3
123,291,1
123,272,1
123,221,0
134,244,1
134,152,3
134,195,1
134,135,1
134,222,1
134,286,1
244,309,3
244,245,1
304,311,1
79,80,1
79,163,1
188,321,3
311,321,1
236,243,1
236,237,0
236,312,1
232,233,1
54,62,1
54,230,3
54,144,1
54,350,1
54,157,1
55,73,0
55,331,1
55,89,1
55,254,3
93,171,1
93,95,1
93,94,1
93,213,1
354,355,1
56,130,1
56,68,1
57,58,1
129,160,1
279,285,1
279,280,3
202,203,1
59,250,1
59,196,1
59,139,1
217,225,3
217,320,1
217,222,1
60,134,0
60,194,1
282,285,1
282,316,1
96,359,1
96,175,1
320,322,0
320,321,1
301,302,1
137,138,3
137,202,1
293,294,1
325,338,3
325,326,1
325,327,1
61,254,1
62,303,3
62,296,1
63,333,1
63,139,1
64,148,3
64,238,1
64,359,1
289,290,0
65,279,3
65,238,1
138,197,1
138,143,1
138,139,3
138,281,0
138,140,1
66,269,1
66,170,1
196,197,1
196,321,1
218,254,1
218,219,1
140,203,1
