resource_name,assignment_ids
Resource 0,218;132;313;118;201;10;45;177;59;273;248;253;90;170;234;16;78;274;47;107;265;36;74;1;242;108;110;7;57
Resource 1,128;204;18;134;0;13;247;5;79;49;309;21;280;88;227;116;220;99;77;210;216;215;175;22;228;102;126;27;295
Resource 2,51;276;121;33;96;233;174;306;89;176;298;155;292;67;172;297;43;98;291;293;307;149;130;269;58;262;285;182;91
Resource 3,255;272;148;275;68;279;241;163;194;209;310;105;179;244;2;84;312;156;214;263;195;223;299;19;8;180;46;258;202
Resource 4,125;225;286;190;109;69;162;53;283;250;290;136;259;199;311;139;237;93;61;222;261;196;71;147;239;26;135;131;186
Resource 5,315;211;165;226;154;181;12;160;127;106;153;86;150;254;40;20;294;288;203;56;73;138;158;6;187;94;38;4;117
Resource 6,87;257;25;31;52;70;188;193;122;252;168;268;97;103;267;236;23;80;232;151;48;65;314;308;75;111;62;238;184
Resource 7,249;302;143;85;17;145;277;39;205;82;301;104;146;287;231;256;140;278;173;137;166;169;305;44;76;120;304;245;42
Resource 8,28;171;3;24;144;35;119;200;230;54;14;32;185;221;266;224;9;124;192;83;66;281;240;282;229;159;264;72;284
Resource 9,246;100;197;271;63;142;115;270;300;316;152;123;141;183;161;133;198;129;217;81;50;206;289;34;41;235;64;29
Resource 10,92;60;112;55;260;157;114;101;30;191;208;167;189;251;164;212;11;113;207;15;303;213;219;178;296;243;95;37
