resource_name,assignment_ids
Resource 0,89;11;102;41;13;107;226;27;84;4;231;232;109;24;77;65;216;126
Resource 1,94;93;31;115;241;211;160;34;42;64;18;20;240;228;210;132;213;130
Resource 2,106;237;200;83;152;204;55;108;203;66;236;217;169;73;229;90;208;149
Resource 3,36;47;28;147;48;88;199;52;143;3;75;21;238;2;186;46;185;44
Resource 4,87;111;209;105;136;122;5;45;103;117;80;100;101;181;22;15;120;124
Resource 5,118;135;97;244;150;85;159;53;157;70;188;196;184;174;227;8;113;50
Resource 6,9;25;205;214;141;114;168;206;180;32;139;30;151;155;10;175;219;221
Resource 7,171;43;121;82;156;233;123;19;224;51;61;129;60;166;177;144;39
Resource 8,134;40;202;110;0;220;81;116;71;7;161;96;223;16;57;187;243
Resource 9,195;192;67;230;142;146;242;72;140;154;162;29;98;79;182;165;62
Resource 10,138;222;125;128;176;218;99;194;225;91;59;92;163;112;164;178;193
Resource 11,239;179;145;12;234;190;215;189;198;63;131;133;201;1;56;183;167
Resource 12,23;6;127;37;104;78;153;17;148;95;86;137;58;68;212;69;119
Resource 13,170;191;173;49;33;235;74;158;54;14;76;197;38;26;207;172;35
