resource_name,assignment_ids
Resource 0,5;80;131;105;132;91;150;84;101;8;170;18
Resource 1,147;177;146;6;14;192;141;70;92;193;149;211
Resource 2,116;212;77;61;66;115;205;44;220;74;129;111
Resource 3,107;194;124;110;117;67;143;135;83;59;207;13
Resource 4,157;209;223;4;87;154;159;49;88;10;172;181
Resource 5,108;140;53;93;109;163;125;35;0;41;187;37
Resource 6,180;184;21;175;100;86;54;167;89;11;52;99
Resource 7,145;82;202;106;104;73;45;153;27;176;72;46
Resource 8,90;166;206;81;47;160;85;19;39;158;127;32
Resource 9,195;155;26;48;7;151;128;152;214;33;63;123
Resource 10,138;42;136;9;112;40;118;191;30;22;78;113
Resource 11,64;68;161;217;55;204;197;60;216;79;103;185
Resource 12,95;182;20;178;126;16;120;218;215;17;50;171
Resource 13,57;168;119;43;190;165;201;174;114;29;139;196
Resource 14,96;189;56;199;102;188;142;186;98;137;130;219
Resource 15,213;58;162;198;156;31;62;1;122;12;183;2
Resource 16,224;69;169;210;133;3;134;65;222;200;38
Resource 17,76;208;94;71;28;75;97;173;203;148;164
Resource 18,144;179;36;51;121;23;25;34;221;24;15
