resource_name,assignment_ids
Resource 0,246;119;217;358;17;204;308;302;20;299;91;33;65;324;2;334;0;18;130;306;162;253;249;305
Resource 1,42;115;174;8;289;35;151;294;38;137;90;166;78;280;344;126;114;77;173;159;282;71;25;331
Resource 2,268;149;335;243;343;13;23;31;187;250;202;57;318;98;296;188;197;350;225;328;189;205;102;218
Resource 3,330;272;237;63;183;346;352;150;342;94;45;274;157;221;210;10;270;134;4;265;269;36;108;252
Resource 4,230;34;103;300;292;332;160;234;259;244;12;271;48;223;82;236;303;194;101;170;76;267;313;158
Resource 5,164;317;117;95;257;196;169;176;43;353;11;44;26;277;135;212;121;208;106;199;341;222;154;138
Resource 6,247;263;232;128;148;348;143;21;59;167;211;320;261;37;316;116;24;209;178;7;145;191;291;245
Resource 7,238;80;231;153;171;104;3;242;100;55;51;190;163;345;304;310;203;58;107;266;298;214;87;62
Resource 8,224;329;74;255;72;297;136;81;248;83;32;258;336;68;73;275;41;206;47;233;286;201;195;97
Resource 9,323;192;79;111;312;229;9;124;219;200;207;216;295;61;177;168;293;321;241;93;144;315;64;40
Resource 10,60;14;129;22;15;49;155;52;172;30;333;276;112;319;240;288;337;338;6;354;175;307;349;67
Resource 11,88;215;5;75;355;256;285;127;1;161;351;122;182;279;109;180;278;251;262;96;146;86;113;92
Resource 12,142;141;105;239;339;325;314;287;139;118;84;264;228;70;28;283;53;132;213;99;322;66;254;327
Resource 13,227;125;273;309;301;193;152;39;186;50;220;226;131;235;347;120;357;356;290;110;19;326;27;284
Resource 14,69;311;165;56;133;156;85;123;140;181;179;340;54;185;147;29;16;198;184;46;89;281;260
