resource_name,assignment_ids
Resource 0,221;122;170;292;49;213;204;273;173;323;289;79;99;267;264;310;253;37;275
Resource 1,181;24;201;111;100;131;66;165;44;91;214;327;61;39;302;16;74;84;144
Resource 2,309;43;52;241;248;9;25;325;312;104;177;4;158;218;232;3;60;142;263
Resource 3,51;75;12;236;116;305;185;220;59;55;209;322;324;120;7;229;95;63;265
Resource 4,316;98;80;189;175;160;163;256;106;162;129;244;202;90;31;35;300;287;266
Resource 5,5;278;69;233;226;125;313;32;311;284;247;272;78;237;92;212;87;179;269
Resource 6,184;178;10;281;196;283;56;172;73;167;58;27;193;139;215;285;206;40;89
Resource 7,171;157;48;186;150;308;326;176;298;70;151;71;65;318;1;149;96;93;23
Resource 8,126;228;33;205;195;260;297;225;223;124;77;257;254;67;29;47;103;331;255
Resource 9,110;210;208;105;231;76;54;277;180;128;64;169;270;301;161;127;234;304;295
Resource 10,307;101;147;53;240;148;133;303;329;290;191;57;330;85;296;243;115;45
Resource 11,280;183;11;294;62;259;137;135;22;288;252;108;164;13;8;299;271;138
Resource 12,156;317;251;219;20;153;112;224;222;109;2;321;155;30;107;211;34;319
Resource 13,203;194;238;14;28;81;279;152;182;286;113;97;154;187;121;83;235;102
Resource 14,145;333;166;143;88;276;21;68;41;82;328;315;249;94;332;258;190;46
Resource 15,130;246;6;50;250;15;227;140;199;119;239;168;18;198;216;114;117;188
Resource 16,261;293;217;197;268;174;314;192;274;36;230;141;17;306;282;19;291;136
Resource 17,320;0;262;159;42;86;132;242;245;207;146;26;72;123;118;134;200;38
