predecessor_id,successor_id,type
0,45,1
0,16,1
0,67,1
0,31,1
0,35,0
1,57,1
128,180,3
2,114,1
60,180,1
25,127,3
26,111,1
26,170,1
3,56,3
4,65,1
4,47,3
5,63,1
6,123,1
8,182,1
7,8,1
153,168,1
9,65,1
9,64,1
9,87,1
10,184,1
10,87,1
10,63,1
133,135,1
93,172,1
177,178,1
50,92,3
40,83,1
40,106,1
11,13,1
11,43,1
11,63,0
11,133,1
12,184,1
13,69,1
13,112,1
14,55,1
152,153,1
152,155,1
15,184,3
15,137,1
88,98,3
16,147,1
17,107,1
17,149,1
17,137,1
185,186,0
24,25,1
24,124,3
24,26,1
24,41,1
24,105,1
18,153,3
18,126,1
18,121,1
95,96,3
95,127,1
19,131,3
19,111,1
19,121,1
125,182,3
20,78,1
51,101,1
51,87,3
104,109,1
104,105,1
104,163,3
104,133,1
104,106,1
21,175,1
21,64,1
21,114,0
21,106,1
52,90,1
52,150,1
52,59,0
68,103,0
68,69,1
68,72,1
22,42,3
23,24,3
23,31,1
23,42,3
53,54,0
53,55,1
53,61,1
27,39,1
129,142,1
28,164,1
29,184,1
29,164,1
30,48,1
30,31,3
30,46,3
147,186,3
82,107,1
32,81,1
32,39,1
32,91,1
32,35,1
33,72,1
33,84,0
34,57,1
34,137,1
84,158,3
84,157,1
35,57,1
79,162,1
102,139,0
117,183,3
117,134,3
117,118,1
130,131,1
130,178,1
156,166,0
156,158,1
156,159,1
156,157,1
36,120,1
113,180,1
106,130,1
106,168,1
37,159,1
37,147,1
37,123,1
37,74,1
37,167,1
38,122,1
38,100,1
49,53,1
49,51,1
49,50,1
49,52,0
56,57,1
56,150,1
56,74,1
39,40,1
39,70,3
114,120,3
114,160,1
45,183,1
45,59,1
45,165,1
42,144,1
42,146,1
43,130,1
43,113,1
44,65,1
44,68,1
44,113,3
44,45,1
54,101,3
54,127,1
54,126,1
46,55,1
121,144,3
121,138,3
121,124,3
57,182,1
57,98,1
57,134,1
83,184,1
83,85,1
83,84,3
162,163,1
47,101,1
163,164,1
119,141,3
122,169,3
122,123,1
62,81,1
62,126,1
115,146,0
115,116,3
115,160,1
48,49,1
168,169,3
55,67,1
55,56,1
140,183,1
159,175,1
58,66,1
58,67,1
64,180,3
59,166,1
59,60,1
179,180,3
124,125,1
173,174,1
151,154,0
151,156,1
151,152,3
151,165,1
116,117,1
116,119,1
85,86,1
85,168,1
61,62,1
61,170,1
63,135,1
63,64,3
73,184,1
73,87,0
73,89,1
132,136,1
132,157,1
132,134,1
132,133,1
132,140,1
65,66,1
65,81,1
69,145,1
67,81,1
67,68,1
160,162,3
160,161,1
70,71,0
70,74,1
144,182,1
144,145,3
72,73,1
72,146,3
72,118,3
72,139,1
110,184,1
110,136,1
110,111,1
74,75,0
74,140,1
120,126,1
120,122,1
120,121,3
76,102,3
76,128,1
76,163,1
77,78,1
77,79,1
109,110,1
80,89,1
80,173,1
146,158,1
146,147,3
146,148,1
149,150,3
81,82,1
81,92,1
81,101,1
81,83,1
87,185,1
87,149,1
87,88,1
89,90,1
89,178,3
166,168,1
166,167,1
90,91,0
90,100,1
92,93,1
92,94,1
92,95,3
97,153,1
98,130,1
99,108,1
137,159,3
137,160,1
101,102,1
101,141,1
103,114,3
103,108,1
103,104,1
103,107,0
103,115,1
150,151,1
150,172,0
150,160,0
112,115,1
112,114,1
112,137,1
112,113,1
127,128,1
127,129,1
127,137,1
127,132,1
127,130,1
138,181,3
138,141,1
138,139,1
138,140,1
142,143,1
142,146,1
142,149,1
142,144,0
170,171,1
170,172,1
170,173,0
175,177,1
175,181,1
175,179,1
175,176,1
183,184,1
183,185,1
