resource_name,assignment_ids
Resource 0,81;110;218;356;88;308;237;33;48;102;367;56;52;216;197;370;62;371;23;378;247;55;77;260;127;15;384;45;271;35
Resource 1,175;65;240;201;27;207;69;156;209;379;188;68;118;196;284;401;171;6;32;232;397;322;164;104;173;7;374;184;352;326
Resource 2,163;40;404;250;277;179;242;107;243;333;373;122;13;298;231;155;273;106;251;355;186;94;323;366;254;17;249;287;113;203
Resource 3,220;150;79;124;230;292;349;330;165;84;176;270;158;149;375;187;126;368;267;331;293;344;51;400;105;85;178;396;38;22
Resource 4,318;57;350;306;382;363;262;59;21;414;325;18;108;125;37;96;223;227;74;402;285;63;321;290;36;109;296;316;73;83
Resource 5,399;393;204;1;389;288;304;133;332;91;276;380;123;92;303;229;319;346;359;93;148;239;34;307;342;238;70;211;335;302
Resource 6,365;263;391;143;60;131;327;72;351;259;168;265;3;268;244;162;87;328;392;166;189;67;182;58;214;256;198;78;159;225
Resource 7,246;9;103;42;117;329;348;177;317;115;362;183;49;235;95;4;343;129;334;16;111;53;121;361;228;405;30;44;19;383
Resource 8,241;233;213;136;66;89;324;282;139;144;358;280;274;146;170;291;71;114;208;415;61;140;20;157;41;406;39;269;206;160
Resource 9,194;294;412;320;192;413;286;116;386;245;411;258;360;312;141;100;408;75;98;80;311;86;25;354;43;221;10;255;210;153
Resource 10,161;339;199;395;345;26;222;130;90;11;315;279;257;135;283;336;272;145;64;152;195;224;167;12;2;299;337;97;275
Resource 11,191;219;14;388;295;200;205;364;300;190;310;309;278;215;101;369;357;24;134;28;31;381;353;217;132;202;236;409;314
Resource 12,261;340;281;142;248;407;377;112;137;0;138;172;174;54;119;341;266;181;47;387;99;372;50;8;29;234;212;338;5
Resource 13,301;82;394;305;313;253;289;151;76;385;297;120;398;347;252;264;154;410;226;193;180;128;390;147;376;185;169;46;403
