resource_name,assignment_ids
Resource 0,91;264;243;362;89;217;381;346;29;325;11;58;219;157;365;193;8;390;154;233;267;278;318;383;220;382;256;129;355;151
Resource 1,303;342;327;395;69;254;117;397;253;281;42;238;202;158;3;329;401;5;402;73;371;319;182;169;99;177;12;343;111;84
Resource 2,311;388;137;90;55;13;331;357;307;191;107;123;347;20;341;300;200;17;173;85;407;379;240;87;351;317;261;168;195;59
Resource 3,95;416;393;216;1;367;88;136;127;113;309;43;279;324;333;377;189;358;44;9;302;373;224;70;142;160;147;276;4;31
Resource 4,376;328;78;135;205;120;275;35;228;140;183;363;338;386;400;128;304;96;368;122;274;411;71;226;306;403;227;412;121;236
Resource 5,399;0;290;124;155;385;336;102;112;203;133;348;139;210;408;305;186;37;178;6;23;171;308;287;394;115;165;22;337;297
Resource 6,24;7;293;359;57;414;105;285;130;310;211;272;213;380;245;209;153;369;30;258;116;301;218;334;417;345;269;53;126;134
Resource 7,262;119;72;66;60;242;326;144;225;56;187;180;39;384;215;248;67;106;145;63;148;250;295;175;19;392;292;110;398;198
Resource 8,131;52;2;235;132;92;247;27;231;214;410;277;360;162;259;167;86;374;315;149;62;104;413;181;97;340;49;94;138;366
Resource 9,389;352;387;166;196;354;273;270;143;46;257;25;232;361;10;212;194;40;185;288;364;229;74;260;50;207;294;174;28;322
Resource 10,265;101;237;208;291;353;370;108;179;234;172;313;80;76;64;350;100;47;38;15;54;206;98;36;188;61;252;118;51;83
Resource 11,316;356;344;330;406;192;246;33;163;156;378;320;16;335;405;170;283;152;184;323;391;77;286;349;298;251;289;241;93;222
Resource 12,146;339;75;68;255;418;82;26;125;14;197;21;81;79;239;244;141;332;48;271;161;109;263;41;18;314;375;282;32;221
Resource 13,296;204;65;190;404;159;45;201;230;409;34;321;280;396;103;266;176;299;199;164;223;249;268;372;150;284;114;312;415
