resource_name,assignment_ids
Resource 0,127;69;200;284;43;411;374;93;174;251;229;307;306;400;360;304;50;66;20;150;290;138;13;283;320;379;63;219
Resource 1,396;41;157;338;344;71;273;296;298;275;271;137;215;97;2;241;337;0;269;209;405;288;134;37;278;86;195;335
Resource 2,327;154;7;387;226;232;172;317;180;212;60;223;401;280;314;92;72;98;402;334;399;108;76;352;326;90;91;355
Resource 3,34;408;44;356;49;398;107;110;83;96;305;263;186;331;349;146;253;183;386;11;303;45;325;397;348;384;268;217
Resource 4,319;147;276;218;149;85;35;21;291;128;244;125;159;105;28;39;240;74;406;166;341;136;6;144;382;324;115;145
Resource 5,160;336;395;185;5;247;84;332;205;173;216;46;95;385;358;394;116;65;286;236;117;189;79;390;143;376;48;126
Resource 6,233;25;343;227;151;198;73;235;22;311;267;230;140;123;361;192;120;255;350;156;176;285;102;57;153;82;242;201
Resource 7,168;100;135;3;161;16;87;94;30;133;308;329;295;377;56;380;365;158;370;409;33;211;339;31;142;373;322;112
Resource 8,297;26;167;148;131;164;342;292;366;75;282;272;316;243;333;347;270;67;52;64;371;129;359;59;389;351;188
Resource 9,89;32;42;220;81;388;375;309;9;119;257;187;315;258;410;141;118;19;199;231;279;281;204;111;88;169;47
Resource 10,203;171;177;80;353;184;214;266;237;249;213;250;17;357;299;265;206;381;225;1;193;196;210;162;222;130;407
Resource 11,300;53;234;264;24;61;14;383;261;330;412;364;354;23;109;256;197;246;104;404;181;274;68;208;101;372;106
Resource 12,78;4;103;391;301;262;182;221;238;310;340;40;393;122;228;124;152;254;294;323;224;312;252;70;378;313;328
Resource 13,163;15;58;139;55;289;248;121;346;132;179;191;345;62;202;362;194;51;175;155;239;277;260;170;368;403;367
Resource 14,293;99;190;27;392;287;245;207;318;77;29;10;363;302;114;369;321;38;36;12;165;54;259;178;8;18;113
