resource_name,assignment_ids
Resource 0,439;424;250;450;5;151;451;399;326;408;4;136;374;376;213;145;123;156;470;262;164;469;87;0;296;298;329;317;252;383;254;44;66;107;243;23;63
Resource 1,138;281;276;237;274;236;388;37;96;227;50;121;377;331;310;181;155;396;255;57;53;41;321;314;233;251;157;342;148;78;24;188;358;7;55;293;49
Resource 2,394;98;79;407;457;219;311;19;322;429;306;425;47;99;154;208;118;431;160;214;200;42;124;456;357;364;165;241;210;292;409;406;472;460;231;230;179
Resource 3,128;69;218;433;153;130;384;71;345;373;455;170;449;323;476;304;340;163;366;400;196;283;430;70;76;32;290;308;81;307;381;295;277;82;418;194;339
Resource 4,52;11;152;182;247;141;172;414;279;33;372;421;126;216;315;3;65;473;83;391;115;16;215;465;446;268;27;92;161;134;239;344;264;454;401;312;100
Resource 5,14;68;413;180;285;440;452;25;403;144;193;428;436;90;343;466;463;370;139;202;303;234;441;294;367;302;432;390;206;305;362;385;38;341;375;246;448
Resource 6,84;352;77;186;150;142;437;192;267;356;244;259;72;419;9;108;348;313;110;464;85;177;386;378;147;240;175;412;474;166;133;13;363;109;273;95;199
Resource 7,327;223;347;335;301;258;184;91;282;411;114;20;270;458;211;158;204;289;443;387;368;397;35;6;434;105;355;325;28;395;185;56;226;346;445;169;48
Resource 8,197;190;319;205;369;189;117;275;225;330;30;8;15;224;122;29;402;146;297;477;365;102;73;89;167;217;58;479;159;198;351;261;26;34;320;62;228
Resource 9,265;242;61;405;438;349;420;207;40;328;359;129;392;22;286;291;272;380;143;162;245;104;318;398;80;248;288;131;299;332;67;106;337;232;10;336;280
Resource 10,462;171;97;468;354;101;287;253;119;382;426;21;263;140;137;183;174;64;125;103;12;120;422;423;220;112;467;371;475;17;361;249;18;75;93;176;260
Resource 11,415;442;417;43;444;209;201;410;173;113;74;257;178;132;271;284;31;266;435;461;353;54;447;46;1;51;212;59;88;427;316;127;379;360;453;459;350
Resource 12,39;256;187;94;389;338;2;269;116;168;309;203;238;471;45;333;278;60;404;221;324;334;300;393;191;222;111;235;135;86;416;36;195;229;149;478
