resource_name,assignment_ids
Resource 0,177;141;28;126;87;32;82;15;160;30;36;23;43
Resource 1,102;112;155;73;96;122;38;101;86;127;45;2;83
Resource 2,144;9;117;39;26;145;63;35;178;29;164;92;93
Resource 3,56;34;6;106;18;8;163;11;57;140;21;85;142
Resource 4,97;3;46;44;10;180;152;98;48;65;116;149;173
Resource 5,165;137;60;175;120;114;81;75;133;42;24;13;125
Resource 6,20;129;167;172;171;166;107;90;27;132;118;136;54
Resource 7,109;14;59;68;77;158;89;162;128;153;50;111;95
Resource 8,53;49;103;100;121;12;40;74;131;72;47;25;113
Resource 9,1;79;154;7;71;151;169;168;22;58;130;99;124
Resource 10,67;70;31;148;161;156;52;4;55;5;62;41;139
Resource 11,66;76;123;51;170;134;16;115;69;80;138;176;174
Resource 12,157;104;37;150;135;88;146;147;179;94;143;33;64
Resource 13,91;159;0;119;19;105;110;61;84;108;78;17
