predecessor_id,successor_id,type
139,140,1
0,158,1
0,151,1
112,140,1
1,74,1
94,95,3
162,163,1
162,171,1
2,105,1
2,180,1
2,41,1
2,152,1
2,24,1
12,119,1
12,164,1
3,55,0
3,164,1
133,166,1
133,134,1
154,156,1
154,155,1
4,104,1
4,179,1
95,96,0
44,72,1
44,162,1
5,64,1
6,144,1
65,140,1
120,158,3
120,147,1
141,170,1
35,73,3
35,142,1
35,168,1
35,54,1
7,28,3
79,178,1
113,114,0
113,128,3
138,139,3
138,143,1
153,154,1
8,12,1
8,110,1
30,83,1
30,79,1
30,32,3
59,137,0
59,126,1
9,148,1
9,99,1
9,60,1
9,42,1
9,151,1
9,121,1
88,89,3
88,91,0
88,92,3
88,169,1
98,145,1
98,99,1
78,79,1
78,172,1
10,122,1
10,92,1
165,170,1
166,177,1
11,157,1
11,12,1
11,58,1
38,44,1
38,71,1
167,168,1
167,179,1
13,47,0
13,109,1
135,136,1
14,175,1
14,120,1
14,154,1
31,148,3
121,123,1
168,169,3
15,139,3
16,157,1
17,80,1
140,142,1
140,141,1
18,49,1
18,86,1
19,75,3
19,26,1
19,42,1
19,176,1
111,112,1
111,171,1
111,157,1
111,113,1
20,52,1
54,124,1
93,94,1
148,149,1
21,148,1
21,34,1
21,84,1
21,40,3
21,43,1
21,22,3
69,71,1
69,70,1
69,177,1
69,176,1
69,138,1
147,148,1
118,119,1
118,177,1
32,33,1
32,73,0
146,147,3
177,178,1
23,150,1
33,57,1
173,175,3
173,177,3
173,176,1
173,174,1
126,127,1
130,131,1
130,137,1
130,132,1
52,98,1
52,79,1
52,105,1
52,164,1
115,139,1
115,116,1
87,90,0
87,88,1
27,163,1
106,107,1
106,108,1
24,111,1
24,120,1
169,180,1
25,127,1
25,50,1
114,129,0
114,115,1
26,156,1
26,118,3
26,27,1
28,43,1
90,131,1
90,160,1
90,93,1
117,118,1
117,162,3
103,121,3
103,149,1
103,179,1
29,31,3
29,48,3
29,30,1
29,100,3
34,35,1
155,159,1
36,38,1
36,37,1
50,80,1
39,110,0
39,66,1
41,126,0
41,108,1
42,149,1
43,73,1
43,44,1
43,57,1
45,119,1
104,105,1
104,110,3
104,106,0
61,76,1
61,167,1
101,148,1
46,101,1
51,139,1
51,52,1
119,121,1
119,122,1
119,120,1
47,143,1
143,145,1
143,170,1
143,144,1
75,76,3
75,77,0
71,73,1
71,80,1
71,72,1
49,136,3
49,51,1
49,50,1
49,61,1
102,103,1
102,125,1
102,104,1
53,54,1
53,55,1
56,149,1
57,166,1
145,146,1
74,75,3
58,59,1
91,112,1
91,144,1
60,166,1
60,61,1
164,167,1
164,165,1
164,166,1
85,86,1
77,156,1
77,78,1
77,167,1
80,101,0
171,173,1
171,172,1
134,135,1
108,109,1
157,158,1
63,103,1
63,168,3
63,65,1
64,65,1
110,111,1
110,117,1
110,127,1
132,133,1
67,151,1
150,163,1
123,124,1
125,126,1
159,160,1
68,69,1
68,74,0
68,92,1
68,154,3
81,156,1
92,172,1
92,93,1
128,147,1
82,98,0
84,85,1
84,177,1
149,150,1
86,87,1
97,98,1
97,173,1
97,118,1
100,102,1
100,101,3
129,130,3
137,138,1
137,165,1
152,153,1
152,157,3
161,164,1
161,162,3
