resource_name,assignment_ids
Resource 0,155;182;195;70;202;85;253;248;356;293;306;145;8;143;149;360;348;309;3;180;204;15
Resource 1,148;41;138;272;370;279;84;379;313;48;127;305;131;320;178;130;4;33;55;307;283;158
Resource 2,383;391;40;363;390;77;108;213;375;92;168;96;290;288;301;209;302;319;265;343;335;282
Resource 3,5;75;242;235;271;13;146;109;128;365;263;24;1;164;56;28;124;9;361;186;269;233
Resource 4,35;82;76;259;159;266;110;231;236;280;44;89;113;135;246;22;188;276;98;303;232;229
Resource 5,297;278;387;227;392;112;184;214;346;372;61;65;101;71;381;78;270;152;19;60;245;38
Resource 6,250;378;176;156;51;338;36;291;191;220;194;345;332;285;154;118;190;14;69;281;177;129
Resource 7,310;330;207;39;73;97;34;358;125;237;58;337;219;62;359;234;260;371;198;226;216;341
Resource 8,67;32;255;380;314;119;300;374;174;287;349;321;368;42;311;18;326;222;122;105;185;376
Resource 9,50;366;241;304;2;323;215;175;203;224;201;183;20;90;117;25;100;46;247;93;251;322
Resource 10,137;325;6;150;132;385;240;141;157;316;103;196;344;312;94;352;238;267;66;107;384;162
Resource 11,104;256;54;284;26;12;273;57;258;116;225;292;11;133;161;223;87;364;81;318;206;298
Resource 12,10;45;308;91;355;362;299;187;200;193;160;52;106;212;139;239;170;393;80;261;27;126
Resource 13,354;72;179;21;275;377;147;7;262;244;199;114;142;205;68;171;389;31;243;172;163;166
Resource 14,333;295;289;327;16;144;74;388;151;296;294;64;115;328;140;257;17;120;218;192;324;210
Resource 15,59;230;342;336;315;173;197;254;86;351;121;153;95;136;221;181;88;208;249;274;386;37
Resource 16,331;29;49;286;369;367;264;102;350;167;79;347;382;123;268;134;317;43;353;111;373
Resource 17,169;252;47;339;189;211;165;0;217;334;277;63;228;99;23;329;340;83;30;357;53
