resource_name,assignment_ids
Resource 0,349;284;1;77;181;151;58;234;41;204;7;68;275;242;96;210;53;153;44;33;22
Resource 1,49;236;131;287;26;161;206;203;273;330;339;347;319;175;348;60;243;313;79;334;135
Resource 2,291;144;116;106;39;270;97;353;362;184;90;337;34;220;316;232;256;168;185;110;132
Resource 3,176;119;315;43;127;272;360;261;323;318;314;107;162;18;115;0;186;52;128;193;29
Resource 4,48;101;143;305;13;158;37;293;86;46;36;111;10;271;172;223;260;157;134;92;147
Resource 5,125;229;292;130;338;6;336;302;19;133;248;159;156;341;346;114;216;167;21;364;103
Resource 6,299;303;81;355;350;361;70;5;164;87;238;354;358;62;73;165;221;297;196;173;145
Resource 7,69;17;189;359;251;25;137;91;50;155;126;237;267;98;28;93;308;344;352;112
Resource 8,117;310;16;80;11;129;123;300;269;61;217;4;246;239;294;259;228;245;75;149
Resource 9,3;99;274;357;276;241;278;9;170;121;120;262;142;254;102;279;148;192;27;85
Resource 10,139;343;212;169;146;258;257;180;188;104;198;321;14;286;325;202;56;312;197;38
Resource 11,67;24;224;65;47;45;235;171;166;240;320;199;94;2;219;23;194;365;140;63
Resource 12,296;89;51;307;301;317;201;265;191;31;78;295;108;109;214;42;331;205;215;54
Resource 13,35;366;255;32;138;285;200;244;227;59;263;152;333;40;252;183;283;213;226;182
Resource 14,218;136;253;82;264;84;95;20;160;247;113;66;250;345;55;329;88;83;195;179
Resource 15,351;281;332;163;230;289;268;30;233;298;141;154;309;290;327;190;71;178;225;72
Resource 16,74;328;280;57;249;231;76;177;304;209;150;326;12;100;8;342;335;282;207;306
Resource 17,211;288;222;64;277;311;118;15;105;122;174;266;324;363;322;187;356;208;340;124
