resource_name,assignment_ids
Resource 0,12;77;139;35;80;147;156;106;155;134
Resource 1,102;45;71;104;69;108;151;94;174;52
Resource 2,7;82;56;85;29;19;165;74;68;101
Resource 3,168;97;92;89;53;49;2;115;172;160
Resource 4,26;34;41;135;32;20;105;122;131;100
Resource 5,117;44;0;128;175;109;169;173;17;15
Resource 6,114;1;43;148;11;73;22;38;140;171
Resource 7,120;50;75;61;159;158;23;58;116;64
Resource 8,28;16;39;136;63;150;9;98;137;133
Resource 9,65;47;99;70;121;110;72;103;167;54
Resource 10,37;62;125;51;162;8;153;111;4;144
Resource 11,84;141;90;33;163;129;76;166;124;57
Resource 12,42;14;21;143;177;13;164;146;18;48
Resource 13,30;5;152;59;78;60;24;36;83;40
Resource 14,178;130;126;3;157;119;27;145;132;113
Resource 15,142;154;107;55;123;149;161;96;170;118
Resource 16,79;67;81;86;87;6;66;93;95;112
Resource 17,127;25;10;46;138;176;31;88;91
