resource_name,assignment_ids
Resource 0,470;393;483;253;124;135;201;209;235;361;362;429;170;142;175;417;273;239;74;390;33;286;121;236;6;79;32;99;335;105;479;91;247
Resource 1,72;258;47;277;343;314;46;226;189;363;122;477;292;403;42;234;325;73;151;60;318;358;88;289;468;282;385;399;78;487;71;326;163
Resource 2,460;19;169;327;298;54;82;80;268;44;120;374;138;405;69;434;94;238;443;251;270;404;472;108;181;295;116;117;389;154;317;191;475
Resource 3,360;425;319;284;414;171;330;205;131;145;416;384;437;447;127;172;336;264;458;178;223;344;14;113;41;50;57;161;463;11;164;302;55
Resource 4,346;17;21;304;68;348;232;109;308;248;216;381;15;222;259;24;100;16;31;422;337;274;147;110;431;423;38;132;444;35;373;67;30
Resource 5,465;213;321;301;257;153;370;287;133;2;28;409;299;368;18;217;338;364;244;367;59;249;255;203;7;174;149;263;58;188;64;426;377
Resource 6,162;394;81;256;269;224;195;9;382;439;95;436;341;111;380;130;411;141;192;265;182;196;227;386;165;103;328;0;369;279;471;267;158
Resource 7,275;424;56;250;288;180;148;391;396;123;66;407;387;320;5;157;323;93;438;306;29;353;474;190;45;305;345;237;478;70;297;184;315
Resource 8,144;186;65;126;400;242;324;309;34;412;459;408;283;10;379;303;3;92;225;322;466;83;440;49;97;413;372;432;206;398;333;261;469
Resource 9,137;266;63;347;208;488;8;281;204;156;193;40;89;339;107;366;359;51;340;452;87;395;285;215;467;233;260;98;150;25;52;300
Resource 10,272;114;375;388;207;241;152;486;307;43;125;240;356;441;214;365;143;291;402;1;484;166;446;442;228;128;252;4;415;401;453;118
Resource 11,13;84;342;245;427;37;155;254;168;420;392;262;27;179;48;86;106;102;77;332;448;96;12;455;480;20;219;451;280;210;230;462
Resource 12,220;160;211;198;104;296;311;167;276;350;202;331;418;433;76;243;435;293;183;456;134;428;351;371;146;212;23;200;464;406;419;397
Resource 13,90;312;177;115;176;61;457;136;357;430;271;421;129;36;199;26;313;173;450;461;231;85;139;355;246;159;278;290;482;221;316;476
Resource 14,101;187;349;473;454;75;378;383;112;485;229;481;197;119;62;445;140;449;294;194;218;22;334;329;354;410;39;185;310;376;53;352
