resource_name,assignment_ids
Resource 0,329;309;66;452;367;171;444;147;118;453;296;138;465;457;88;102;473;221;202;280;149;242;433;157;48;469;203;134;403;56;239;306;320;51;142;361;148;62;195;213;215
Resource 1,343;339;86;289;421;405;478;7;252;43;364;431;53;111;392;40;128;101;27;356;11;270;241;14;389;82;179;436;370;153;467;262;212;316;137;387;206;259;220;391;447
Resource 2,78;81;379;80;8;103;428;331;317;23;13;304;321;395;224;199;313;318;341;6;100;373;260;284;150;151;36;307;385;435;250;28;458;240;288;271;117;9;85;135;283
Resource 3,273;152;455;337;390;180;454;294;222;190;21;39;303;481;246;430;315;168;264;47;311;20;422;406;198;127;175;456;201;332;200;140;245;210;196;178;335;359;162;417;248
Resource 4,4;64;468;305;482;460;409;42;362;158;345;136;98;388;407;352;211;272;106;57;424;2;95;358;266;55;229;120;173;59;380;209;357;184;434;115;279;185;154;145;402
Resource 5,67;174;235;74;374;282;401;94;299;105;312;19;477;328;110;416;378;247;461;338;249;191;77;236;71;398;228;448;445;300;480;116;411;33;52;73;292;104;0;155;166
Resource 6,10;124;479;413;399;432;18;376;298;426;96;420;90;474;382;170;69;394;92;404;319;238;449;99;334;160;351;363;410;113;214;172;466;438;17;163;164;354;45;176;125
Resource 7,159;121;232;219;383;302;227;314;333;485;464;355;268;60;412;58;61;256;371;217;22;165;286;251;301;381;476;340;123;1;223;261;347;439;375;161;87;397;423;254
Resource 8,65;257;386;131;290;446;463;459;230;366;346;204;207;216;263;119;109;278;44;310;16;41;107;234;327;169;89;233;297;108;324;83;126;440;275;384;353;462;46;425
Resource 9,336;141;187;243;177;414;194;68;91;167;31;205;258;483;156;193;293;349;419;144;277;237;38;281;368;76;429;49;471;418;365;72;267;143;443;24;265;146;3;322
Resource 10,63;37;34;79;25;427;188;372;442;226;291;377;183;29;35;486;15;225;348;97;400;84;208;12;344;285;269;139;470;450;484;114;130;255;32;253;186;308;231;181
Resource 11,276;451;393;133;408;287;122;330;360;112;369;437;50;323;218;5;129;325;197;75;415;475;326;132;396;244;182;342;295;54;441;70;350;30;26;192;472;93;274;189
