resource_name,assignment_ids
Resource 0,46;409;356;237;304;144;362;313;179;41;398;231;101;31;218;3;85;260;211;347;373;147;193;289;387;91;233;180;352
Resource 1,93;160;5;249;340;274;418;38;284;88;429;131;51;358;293;120;174;152;388;202;49;305;63;383;279;165;220;124;318
Resource 2,26;16;272;105;255;401;296;424;70;149;223;133;153;258;333;413;74;275;169;326;312;115;123;391;52;404;138;417;227
Resource 3,295;118;309;286;339;54;354;298;95;61;48;308;357;170;422;317;79;58;121;102;319;156;86;353;325;350;188;236;306
Resource 4,397;178;425;311;426;320;142;246;344;34;154;300;129;24;329;119;299;141;408;367;331;265;71;29;252;316;82;343;406
Resource 5,262;212;168;351;1;134;98;361;55;135;14;372;256;35;349;322;106;307;276;216;206;2;381;269;392;184;416;73;62
Resource 6,370;127;338;53;378;25;209;20;57;261;334;402;19;297;0;10;248;107;191;222;45;399;132;77;386;59;145;288;205
Resource 7,21;267;330;68;221;217;285;363;335;411;15;342;247;97;92;219;176;420;7;114;428;232;292;181;405;137;8;187;6
Resource 8,83;40;111;382;43;377;64;283;213;371;310;393;199;229;194;128;157;241;259;200;103;50;164;280;150;175;384;419;266
Resource 9,30;109;394;400;197;12;415;348;235;263;37;13;376;110;36;9;78;315;314;234;42;281;291;414;143;243;337;302;167
Resource 10,250;271;126;421;11;171;239;163;69;177;215;375;210;139;240;28;366;251;113;112;136;65;80;17;290;282;389;104
Resource 11,374;253;203;100;172;198;294;242;345;208;403;396;230;148;245;195;341;33;60;32;22;301;336;94;264;225;324;369
Resource 12,186;390;287;140;125;196;182;75;76;108;360;410;151;254;355;268;99;278;228;158;166;380;27;47;238;190;201;56
Resource 13,23;39;427;332;173;183;224;323;395;385;365;204;244;226;116;90;96;84;155;321;207;328;122;273;364;67;257;89
Resource 14,412;303;192;146;72;277;407;66;162;327;44;270;159;4;379;368;423;117;130;18;81;189;185;214;359;346;87;161
