predecessor_id,successor_id,type
0,60,1
0,125,1
1,59,1
1,139,1
1,19,3
56,57,1
2,95,1
2,86,1
64,65,1
3,91,1
3,40,1
3,46,1
111,116,1
111,120,3
111,113,1
13,101,1
115,117,1
115,122,1
115,118,1
4,141,1
7,139,3
7,70,1
7,75,3
5,114,3
6,119,1
6,135,1
6,76,1
6,115,1
6,7,1
48,50,1
48,144,1
8,17,1
8,140,1
33,35,1
33,34,1
33,44,1
33,46,1
113,114,1
113,115,3
9,63,0
105,116,0
105,106,1
26,142,1
26,140,1
26,76,1
10,114,1
11,44,1
11,128,1
11,60,1
12,13,0
124,125,1
116,117,1
85,86,1
85,87,3
85,102,3
34,139,1
34,127,1
104,107,1
104,105,1
14,146,1
62,63,1
96,101,1
32,137,1
32,144,1
32,33,1
15,88,1
15,135,0
15,77,1
16,69,1
81,101,1
28,117,1
28,142,3
28,70,1
28,100,1
70,106,1
70,140,3
84,85,1
37,63,3
37,73,3
82,138,1
82,142,1
17,110,1
17,141,1
60,115,3
18,148,0
18,104,3
18,150,3
145,146,1
52,54,3
52,53,1
21,149,0
21,24,1
43,108,1
19,103,1
19,25,0
20,21,3
20,133,3
20,120,1
45,50,3
120,123,1
120,121,1
139,140,1
22,82,3
22,63,1
22,41,3
23,97,1
23,64,1
23,80,1
23,27,3
24,123,1
24,107,1
24,70,1
24,129,0
35,123,1
97,114,1
97,128,1
25,47,1
25,26,1
25,86,3
143,145,1
143,147,1
143,144,1
94,114,1
94,115,1
147,148,3
147,149,3
50,106,1
27,67,1
27,85,1
27,81,1
27,28,1
27,131,1
29,114,3
29,146,0
30,60,3
122,144,1
125,126,1
31,32,0
31,43,1
31,67,1
126,127,1
36,37,1
86,88,1
38,91,1
53,145,1
53,98,0
72,75,1
72,94,1
72,74,1
93,110,0
93,94,1
93,99,0
39,68,1
88,89,1
89,100,1
41,77,1
41,109,3
61,142,1
61,62,3
103,104,1
57,146,3
42,43,1
42,142,1
63,64,0
63,101,1
63,88,1
63,127,1
127,128,1
54,141,1
54,150,1
134,137,1
134,135,1
134,136,3
95,97,1
95,96,1
55,64,3
55,56,1
98,102,1
44,45,1
140,141,3
132,133,1
132,134,1
132,150,1
47,49,0
47,48,3
47,129,3
51,68,1
51,55,1
51,52,1
51,99,0
58,72,3
75,84,1
75,121,1
59,61,1
59,94,3
59,108,1
59,60,1
99,149,1
99,127,3
99,115,1
99,100,3
99,131,1
66,72,1
67,114,0
68,103,1
69,85,1
69,70,1
69,95,1
91,93,3
91,92,1
91,95,1
91,98,1
71,72,1
71,73,0
71,78,1
123,124,1
76,105,1
77,78,1
77,131,3
77,79,0
77,126,0
149,150,1
137,138,1
137,139,1
110,119,1
110,112,1
110,111,1
102,112,1
102,144,1
102,103,1
80,82,1
80,81,3
80,109,0
80,129,1
83,84,3
83,139,1
83,142,1
90,91,1
142,143,1
109,110,0
130,132,1
130,142,3
130,131,1
