resource_name,assignment_ids
Resource 0,79;133;143;62;58;47;130;94;63
Resource 1,150;14;136;1;120;45;121;48;68
Resource 2,139;25;105;18;123;33;28;3;138
Resource 3,88;43;70;13;91;116;96;122;30
Resource 4,99;98;12;24;90;39;49;27;100
Resource 5,149;135;29;137;129;83;124;17;51
Resource 6,61;111;141;5;74;38;115;32;140
Resource 7,87;73;52;147;44;35;101;64
Resource 8,20;67;54;26;118;23;60;21
Resource 9,119;126;117;114;65;145;57;8
Resource 10,113;22;34;86;0;95;89;109
Resource 11,97;102;16;10;56;71;80;103
Resource 12,66;42;84;146;41;69;112;40
Resource 13,50;6;82;93;127;55;77;85
Resource 14,76;19;131;107;36;15;75;106
Resource 15,132;110;53;104;11;78;108;59
Resource 16,81;134;37;31;125;4;72;7
Resource 17,9;46;142;92;2;148;144;128
