resource_name,assignment_ids
Resource 0,54;136;79;148;98;197;95;126;162;48;219;201;192
Resource 1,124;63;116;0;34;20;208;158;181;174;19;169;29
Resource 2,177;93;225;97;199;85;64;122;58;42;150;215;123
Resource 3,129;103;25;184;200;161;72;185;111;89;189;120;33
Resource 4,194;22;31;125;141;84;114;211;9;35;39;153;66
Resource 5,55;139;155;56;205;73;165;105;104;196;213;80;127
Resource 6,8;52;186;151;156;119;203;146;159;152;144;149;88
Resource 7,21;222;160;145;71;121;207;133;137;28;176;67;202
Resource 8,224;101;60;5;171;117;131;13;112;113;209;38;190
Resource 9,100;110;167;227;198;53;12;106;40;154;24;163;166
Resource 10,107;130;76;61;26;214;220;87;7;94;68;74;17
Resource 11,51;36;18;49;70;140;193;4;230;182;138;157;135
Resource 12,228;191;115;173;62;164;92;78;204;218;188;216;99
Resource 13,57;206;90;69;210;37;175;143;187;83;14;132;128
Resource 14,15;3;91;102;11;180;6;147;183;50;59;134;229
Resource 15,195;1;10;168;81;47;32;65;45;217;16;2
Resource 16,223;41;109;172;46;43;142;86;96;27;108;178
Resource 17,44;82;226;77;212;75;170;221;179;23;30;118
