resource_name,assignment_ids
Resource 0,271;482;66;149;120;349;240;221;194;304;133;196;409;236;122;92;223;392;254;456;395;291;309;231;266;121;168;57;146;440;420;192;214;475;72;18;262;224;171;270;284;481;257;71;333;42;353;228;329
Resource 1,426;452;15;37;416;8;201;241;483;242;415;465;381;328;423;32;417;5;419;24;6;379;237;205;247;403;338;27;159;213;80;288;131;90;206;107;274;320;170;67;99;116;460;451;393;23;250;76;173
Resource 2,394;166;326;429;164;421;366;78;41;339;432;58;12;200;19;161;77;11;371;1;33;472;56;17;98;434;322;153;134;108;188;109;444;126;94;387;267;430;151;292;345;35;396;28;163;100;450;142;245
Resource 3,297;314;210;70;412;63;300;446;442;470;49;341;172;222;397;39;106;179;154;372;347;218;478;362;384;44;255;87;64;162;234;308;359;383;189;3;315;195;216;402;181;124;53;261;89;463;404;158;135
Resource 4,217;31;431;380;293;337;458;286;377;46;243;335;312;111;127;207;364;165;238;157;30;399;437;323;407;405;336;424;143;177;155;389;373;264;280;391;244;471;7;144;263;141;209;167;316;150;136;310;331
Resource 5,132;140;119;86;81;454;212;259;334;128;351;82;369;202;313;445;360;330;117;436;441;285;190;428;147;422;29;480;4;298;9;91;73;453;123;382;390;252;287;435;332;227;283;477;251;466;299;186
Resource 6,279;354;193;356;253;13;258;130;269;461;226;307;219;290;239;352;36;14;468;220;281;112;55;26;324;388;75;233;203;295;60;115;51;62;79;385;103;340;268;148;105;249;425;34;327;443;110;317
Resource 7,265;311;102;408;447;411;449;69;346;114;378;410;211;325;187;479;473;229;215;355;260;256;74;462;376;318;348;54;427;97;225;438;467;68;303;84;125;59;0;85;83;38;433;282;50;43;357;156
Resource 8,138;272;160;169;185;175;65;95;45;277;365;88;398;182;208;455;104;184;400;321;448;40;401;22;248;16;413;101;191;370;484;199;414;276;93;344;183;418;464;301;139;367;180;20;137;21;459;230
Resource 9,343;368;439;474;113;96;2;374;305;235;198;61;178;358;375;457;296;48;294;273;275;204;302;176;152;361;469;232;25;47;10;118;319;52;289;246;197;476;174;306;145;363;386;278;406;350;129;342
