predecessor_id,successor_id,type
0,246,1
211,212,3
1,125,1
2,235,1
2,207,1
182,209,1
182,189,1
3,5,1
16,115,1
16,94,3
181,184,3
181,195,0
181,182,1
135,234,3
135,138,3
132,137,1
132,133,1
124,157,1
4,153,1
4,152,3
205,206,1
6,119,1
7,61,1
7,129,3
7,229,1
226,227,3
8,62,1
8,104,3
134,136,1
134,140,1
134,135,1
155,156,1
9,76,1
10,71,1
10,114,1
15,83,3
15,16,1
11,41,1
12,99,0
12,28,3
12,135,1
12,54,1
13,135,3
143,147,1
143,224,1
143,144,0
143,231,1
136,209,1
136,161,3
136,234,1
133,134,1
172,242,3
86,87,1
177,186,1
177,178,1
177,179,0
177,190,1
14,15,1
116,120,1
239,240,3
68,69,1
68,70,3
95,99,1
184,185,1
17,164,3
17,238,1
178,195,1
18,233,1
19,76,1
19,238,1
20,137,1
20,180,1
20,39,0
20,24,1
45,94,3
45,128,3
21,70,0
21,246,1
22,72,1
22,238,1
22,231,1
27,151,1
27,237,3
27,203,1
196,224,1
196,197,1
23,107,1
66,153,0
66,115,1
115,117,1
115,116,1
117,170,1
117,168,1
25,218,1
173,185,1
26,27,3
26,84,1
26,87,1
231,232,3
231,247,1
231,240,1
145,146,1
180,181,1
180,183,1
99,126,1
142,143,1
79,222,1
28,81,3
28,237,1
165,166,1
29,156,1
215,216,1
160,169,1
160,161,3
160,162,3
30,159,1
192,249,3
192,219,1
197,198,1
31,147,0
31,124,1
31,208,1
32,166,0
32,220,1
34,61,1
34,54,3
34,167,1
34,150,1
33,147,1
33,34,1
35,82,3
36,99,1
37,73,3
94,130,1
94,123,3
94,95,0
38,244,3
38,183,1
38,57,1
38,212,0
38,229,1
39,227,1
39,201,0
118,147,1
118,236,1
118,119,1
40,207,1
129,157,1
89,228,1
163,237,1
41,61,1
41,127,1
41,76,1
41,192,1
187,208,1
187,188,1
187,199,1
42,123,3
42,43,1
42,167,1
42,134,1
144,145,1
144,219,1
176,177,1
185,244,1
44,45,1
179,180,1
212,213,1
46,140,3
47,161,1
47,239,1
47,220,1
101,193,1
101,208,1
101,103,1
224,225,1
224,226,1
48,53,1
48,114,1
221,222,1
221,223,0
91,113,3
91,158,1
186,187,3
210,214,1
210,232,1
210,211,1
96,231,1
49,50,0
51,121,1
51,177,1
174,213,1
174,207,3
52,110,1
53,242,1
137,141,1
54,244,1
55,147,3
55,246,3
206,223,1
206,207,1
128,130,1
128,152,3
128,129,1
56,65,1
56,113,1
191,224,3
191,192,1
214,243,1
214,215,1
146,153,1
161,228,1
161,188,1
73,209,3
190,193,0
190,191,1
229,230,3
149,151,0
149,150,3
193,194,1
193,202,0
195,196,1
102,213,3
102,243,3
199,204,1
199,220,0
114,145,1
114,118,1
114,115,3
58,229,1
58,59,3
58,123,1
58,115,3
65,75,1
65,66,1
60,221,0
60,91,1
60,232,1
60,62,0
60,77,3
61,62,1
61,216,3
162,163,1
63,233,1
64,65,1
64,131,1
64,129,1
103,214,3
103,146,0
67,206,1
67,68,3
200,201,0
70,162,1
202,203,1
71,81,3
71,200,3
71,208,3
131,132,3
87,206,1
72,73,1
72,108,1
74,214,1
74,75,1
74,139,0
164,175,1
164,165,3
76,206,1
76,120,1
76,201,0
77,81,1
78,113,1
78,79,3
78,192,1
120,121,1
80,168,1
204,205,3
204,217,3
130,186,1
130,241,1
130,181,1
130,131,1
123,214,1
123,124,1
227,246,0
166,167,1
166,168,1
82,168,1
100,225,1
100,102,1
100,101,1
83,200,1
171,172,1
171,173,3
171,174,1
84,249,1
138,216,0
138,139,1
209,242,0
209,210,1
85,86,0
88,89,1
88,179,3
122,168,1
122,123,1
90,178,1
90,91,1
90,138,1
156,185,1
92,159,1
93,94,1
93,96,1
169,170,1
169,171,1
223,245,1
223,224,1
175,200,1
175,176,0
97,224,1
217,218,3
98,158,1
98,99,1
98,100,1
147,149,1
147,200,1
147,148,3
147,248,0
141,142,1
104,147,0
104,105,1
106,107,1
108,109,1
108,242,1
230,233,1
230,231,1
113,122,1
113,114,1
153,154,3
153,240,3
153,155,1
111,120,1
112,113,1
125,245,1
126,149,1
126,159,1
127,128,1
158,241,3
235,237,1
235,236,1
228,229,1
220,228,1
220,221,1
159,164,3
159,160,3
234,235,1
238,241,1
238,239,1
242,244,1
242,243,1
242,245,1
245,248,3
245,247,1
245,246,1
245,249,1
