resource_name,assignment_ids
Resource 0,184;143;129;68;71;112;50;245;98;14;74;150;146;243;199;41;204
Resource 1,141;228;58;90;4;93;211;195;239;49;188;99;83;163;87;203;241
Resource 2,125;89;2;158;115;200;52;79;37;126;78;55;173;159;7;171;106
Resource 3,15;94;40;142;148;132;182;11;178;134;139;187;116;244;75;197;10
Resource 4,154;160;161;28;226;155;162;247;221;103;13;25;51;36;123;72;33
Resource 5,193;232;152;108;219;18;57;230;164;224;77;170;225;177;217;117;229
Resource 6,137;1;130;39;47;110;192;144;53;56;35;235;135;198;157;183;34
Resource 7,156;169;20;149;119;202;201;104;64;216;16;186;208;91;31;59;66
Resource 8,44;12;174;227;84;9;145;151;179;223;196;215;218;220;190;176;248
Resource 9,17;8;209;214;107;85;109;54;210;102;21;233;168;88;26;166;60
Resource 10,97;207;23;147;140;237;0;95;246;24;29;122;45;105;96;153
Resource 11,118;6;194;111;175;22;238;172;67;80;5;101;121;236;213;43
Resource 12,70;191;30;165;69;180;62;222;100;82;86;128;212;38;19;127
Resource 13,133;138;124;63;61;92;46;234;136;32;240;114;249;120;73;27
Resource 14,242;113;189;185;3;48;42;206;81;205;181;76;131;167;231;65
