resource_name,assignment_ids
Resource 0,44;145;107;40;127;104;50;113;102;82;74;150;80;118;28;70;169;137;99
Resource 1,182;39;2;114;68;168;152;19;180;112;115;140;81;77;172;72;176;29;4
Resource 2,109;18;83;0;1;26;133;37;136;5;128;9;139;149;178;184;7;161;47
Resource 3,69;142;105;75;138;158;146;36;87;123;120;181;62;166;144;79;65;43;117
Resource 4,160;153;119;148;85;125;67;21;110;54;116;16;76;94;98;12;33;100;175
Resource 5,66;58;106;14;78;86;73;129;23;11;51;131;34;55;97;92;103;101
Resource 6,135;162;157;111;32;177;134;132;10;13;3;60;35;42;147;17;46;6
Resource 7,154;49;63;30;163;24;61;165;25;45;64;122;173;8;22;91;179;130
Resource 8,15;95;41;48;52;156;59;38;164;56;124;183;27;155;174;88;108;93
Resource 9,84;167;31;90;89;53;159;96;126;20;143;71;57;121;170;151;171;141
