resource_name,assignment_ids
Resource 0,13;5;73;126;102;111;112;52;97;23;98;58;25;76;68
Resource 1,143;71;65;90;79;55;10;144;0;43;40;80;22;41;95
Resource 2,101;142;15;26;35;69;120;77;124;86;57;122;12;131;59
Resource 3,135;89;114;108;42;16;63;136;100;82;30;119;92;61;109
Resource 4,20;4;84;105;2;137;72;51;38;49;47;74;32;91;110
Resource 5,33;99;81;9;93;28;60;39;115;46;118;31;53;48
Resource 6,7;78;21;134;140;54;117;66;36;37;132;29;1;64
Resource 7,27;44;3;70;62;141;130;8;127;6;87;17;18;94
Resource 8,50;19;123;116;128;106;103;34;83;24;75;107;14;88
Resource 9,85;138;121;104;11;56;67;45;129;133;139;125;113;96
