resource_name,assignment_ids
Resource 0,36;184;17;163;105;123;158;351;278;268;144;2;54;385;394;282;236;115;405;406;188;114;377;11;19;245
Resource 1,238;285;231;16;44;61;281;168;172;305;322;295;339;96;310;391;307;367;76;258;326;374;289;183;176;60
Resource 2,132;150;376;392;312;56;327;316;88;185;411;104;401;372;262;304;257;27;354;203;252;93;40;338;175;228
Resource 3,127;167;82;79;21;319;216;398;396;293;263;397;191;343;276;42;98;73;131;318;120;366;58;290;4;379
Resource 4,113;126;164;344;218;199;122;70;165;43;330;166;67;90;226;320;332;134;143;147;333;0;103;151;355;274
Resource 5,287;39;141;240;360;149;292;35;239;383;145;30;363;157;247;254;160;197;211;217;178;124;64;221;261;153
Resource 6,119;71;189;300;390;121;382;209;387;359;137;111;243;169;154;74;373;97;341;196;311;306;20;182;317;206
Resource 7,347;3;72;297;83;232;242;381;350;265;75;48;24;346;41;393;325;201;299;86;59;8;253;139;66;370
Resource 8,1;400;410;87;156;224;14;335;227;334;112;6;85;135;314;15;369;371;192;264;323;68;336;91;77;349
Resource 9,194;181;409;386;180;210;235;365;230;170;12;222;301;288;214;108;389;101;280;140;116;109;117;368;57;53
Resource 10,294;133;234;233;328;267;229;356;303;308;296;55;31;99;106;219;46;80;402;37;246;212;63;33;22;38
Resource 11,407;32;213;251;266;25;250;155;241;200;161;273;275;302;138;125;378;249;94;256;364;52;329;89;298;403
Resource 12,34;171;152;28;193;47;45;279;18;345;380;225;129;65;259;92;271;51;195;358;352;13;62;384;321;404
Resource 13,162;412;331;353;9;7;260;272;110;277;362;255;95;315;148;130;186;207;50;187;291;208;342;284;177
Resource 14,142;357;81;348;215;309;69;100;78;237;10;118;23;128;313;395;244;190;202;179;269;107;49;174;205
Resource 15,375;399;220;136;361;204;223;159;270;26;84;173;388;146;248;337;5;102;408;198;324;340;29;283;286
