resource_name,assignment_ids
Resource 0,62;113;8;79;249;290;341;171;401;306;334;2;157;119;126;337;71;360;223;312;179;35;326
Resource 1,80;361;396;141;97;350;322;275;181;206;289;378;54;292;123;307;375;242;241;76;136;268;220
Resource 2,30;284;230;313;386;161;81;56;134;110;193;219;395;283;303;104;21;224;69;192;186;158;352
Resource 3,258;271;137;10;387;92;168;109;276;332;19;43;333;111;45;216;14;269;236;244;205;354;215
Resource 4,1;346;229;40;372;355;339;145;197;51;347;373;277;185;348;288;107;178;23;195;260;117;183
Resource 5,390;382;278;318;393;65;9;330;147;398;15;5;188;180;365;204;32;305;64;280;316;232;281
Resource 6,363;308;359;240;47;58;208;246;94;329;78;264;89;155;297;261;129;282;114;198;142;98
Resource 7,300;211;139;48;66;199;377;194;324;74;82;323;140;55;6;314;340;286;177;156;26;167
Resource 8,20;84;385;39;182;53;4;34;293;41;381;366;257;164;131;17;13;170;165;75;49;133
Resource 9,27;118;166;100;336;95;325;239;317;169;7;176;209;344;392;173;262;44;187;87;345;128
Resource 10,63;135;0;343;50;38;189;279;163;228;315;154;68;295;174;103;397;368;18;120;148;28
Resource 11,267;3;225;309;112;285;294;172;162;374;127;227;122;59;144;96;383;304;52;259;184;274
Resource 12,124;93;310;70;36;319;296;160;203;391;213;399;132;301;90;351;121;245;12;263;210;252
Resource 13,153;46;101;302;146;212;86;125;335;61;88;376;338;321;115;358;222;247;273;233;143;31
Resource 14,251;250;265;331;369;353;202;29;37;364;221;243;60;149;266;24;201;85;196;77;254;272
Resource 15,130;105;218;190;287;298;356;108;16;91;234;362;342;320;394;311;380;357;159;116;152;327
Resource 16,214;299;25;11;138;237;151;400;384;349;370;73;83;248;255;175;328;379;99;42;102;388
Resource 17,389;235;191;150;57;291;270;226;238;231;33;106;22;217;371;367;256;72;67;253;207;200
