resource_name,assignment_ids
Resource 0,167;74;31;41;131;24;2;76;126;68;82;184;43;83;177;160
Resource 1,8;9;91;93;54;53;133;19;70;97;109;176;157;114;6;60
Resource 2,33;4;124;16;130;45;115;101;50;143;112;117;110;14;38;30
Resource 3,125;149;138;179;127;0;61;89;146;20;62;10;134;80;77;64
Resource 4,22;18;151;92;40;25;135;142;21;49;129;5;122;105;87;69
Resource 5,155;58;150;81;118;48;11;139;172;106;15;183;44;108;88;84
Resource 6,180;34;56;35;175;148;27;26;113;46;55;158;17;144;173;136
Resource 7,165;187;123;169;29;111;147;162;7;140;85;137;186;47;1;57
Resource 8,52;79;71;163;120;102;39;185;104;75;154;116;72;98;174
Resource 9,32;95;171;161;121;67;37;107;100;73;182;156;103;3;96
Resource 10,63;51;90;132;119;13;166;66;159;170;86;153;141;99;65
Resource 11,168;181;59;36;78;94;12;152;145;23;128;42;178;28;164
