resource_name,assignment_ids
Resource 0,326;323;398;322;329;388;367;408;162;241;339;214;206;63;373;101;75;119;5;22;229;224;159;255;204;254;266;145;38;47;200;198;202
Resource 1,89;143;246;436;190;248;259;26;142;115;383;164;263;330;400;451;287;267;32;357;126;346;178;104;68;364;300;80;18;9;121;374;401
Resource 2,54;264;87;13;182;428;154;297;315;251;433;55;88;52;350;432;336;272;21;1;453;135;278;250;93;3;399;201;317;403;170;378;108
Resource 3,56;97;404;454;291;363;394;136;324;169;426;391;90;243;62;43;53;176;231;120;318;226;283;48;225;186;376;370;82;360;382;275;91
Resource 4,290;313;389;49;192;452;86;98;443;344;417;124;185;153;95;422;36;445;191;415;419;227;423;341;332;439;244;78;69;163;194;131;270
Resource 5,10;362;114;34;127;437;139;286;235;281;262;205;380;252;65;310;27;150;352;133;117;70;239;23;11;421;265;441;213;64;106;429;410
Resource 6,333;84;66;296;212;425;183;366;249;60;242;418;31;44;402;412;302;199;71;253;217;50;138;314;320;16;41;6;327;187;156;420;160
Resource 7,155;184;334;94;228;152;444;447;12;215;276;85;15;285;385;438;0;37;257;458;4;446;24;414;100;175;73;146;345;113;180;188;354
Resource 8,277;207;381;340;258;309;304;337;301;168;430;236;371;289;158;167;308;25;355;147;299;109;392;293;405;57;20;280;282;409;128;303;284
Resource 9,189;140;390;411;377;424;427;230;325;361;141;161;102;356;348;372;144;132;395;72;358;174;328;42;193;58;349;123;434;435;166;67;110
Resource 10,413;455;353;449;122;35;172;256;450;245;351;76;29;269;151;279;384;216;165;220;209;268;61;40;208;312;335;221;30;173;196;307;112
Resource 11,369;319;386;223;92;261;17;19;74;96;416;338;134;456;407;7;288;260;368;33;379;46;365;39;2;111;375;211;203;431;440;238
Resource 12,171;219;305;457;107;105;234;321;129;294;442;157;195;306;342;79;295;273;8;14;51;45;130;83;232;298;271;393;116;316;125;331
Resource 13,77;81;210;448;103;406;99;396;240;233;148;149;397;347;218;292;311;274;197;59;359;247;181;343;222;177;387;118;237;28;137;179
