resource_name,assignment_ids
Resource 0,71;108;75;24;110;104;58;78
Resource 1,60;97;35;38;18;109;107;82
Resource 2,79;3;9;31;88;92;87;111
Resource 3,103;99;91;40;53;6;95;116
Resource 4,56;77;32;42;27;26;49;62
Resource 5,94;30;100;23;4;41;2;59
Resource 6,17;66;81;90;47;64;7;80
Resource 7,85;45;20;115;10;16;1;33
Resource 8,57;73;76;102;70;46;5;28
Resource 9,15;11;22;25;37;67;89;83
Resource 10,29;52;63;21;84;34;51;93
Resource 11,69;112;8;61;113;13;114;0
Resource 12,43;19;106;98;72;55;54
Resource 13,65;36;44;101;105;39;68
Resource 14,48;96;12;74;50;86;14
